user_id,date,role,event_count,failed_login_count,download_total,records_accessed_total,vip_access_count,unknown_ip_count,outside_hours_count,unique_ip_count,first_activity_hour,last_activity_hour,anomaly_score,prediction,threshold,ground_truth,scenario
SUB301,2026-09-21,Teller,12,0,6,28,0,0,0,1,9.183333333333334,16.983333333333334,0.0379581772279622,0,-0.0782525761854209,0,normal
SUB301,2026-09-22,Teller,8,0,10,8,0,0,0,1,9.033333333333331,16.866666666666667,0.0024057263071649,0,-0.0782525761854209,0,normal
SUB301,2026-09-23,Teller,13,0,12,24,0,0,0,1,9.25,16.533333333333335,-0.013513280912032,0,-0.0782525761854209,0,normal
SUB301,2026-09-24,Teller,9,0,5,13,0,0,0,1,9.133333333333333,16.75,0.072976160005178,0,-0.0782525761854209,0,normal
SUB301,2026-09-25,Teller,11,0,5,28,0,0,0,1,9.033333333333331,16.75,0.0431737317812626,0,-0.0782525761854209,0,normal
SUB302,2026-09-21,Teller,13,0,0,28,0,0,0,1,9.05,16.95,-0.0183905565879675,0,-0.0782525761854209,0,normal
SUB302,2026-09-22,Teller,9,0,0,18,0,0,0,1,9.066666666666666,16.533333333333335,0.0005086944873828,0,-0.0782525761854209,0,normal
SUB302,2026-09-23,Teller,14,0,9,24,0,0,0,1,9.066666666666666,16.616666666666667,0.0230615912104958,0,-0.0782525761854209,0,normal
SUB302,2026-09-24,Teller,11,0,6,27,0,0,0,1,9.1,16.566666666666666,0.0223539529696564,0,-0.0782525761854209,0,normal
SUB302,2026-09-25,Teller,9,0,8,16,0,0,0,1,9.116666666666667,16.55,0.0333124017722901,0,-0.0782525761854209,0,normal
SUB303,2026-09-21,Teller,8,0,0,14,0,0,0,1,9.066666666666666,16.883333333333333,0.0028226215517221,0,-0.0782525761854209,0,normal
SUB303,2026-09-22,Teller,14,0,8,25,0,0,0,1,9.3,16.866666666666667,0.0180683686351416,0,-0.0782525761854209,0,normal
SUB303,2026-09-23,Teller,13,0,7,21,0,0,0,1,9.166666666666666,16.716666666666665,0.057710443225584,0,-0.0782525761854209,0,normal
SUB303,2026-09-24,Teller,12,0,0,35,0,0,0,1,9.183333333333334,16.5,-0.067512265520289,0,-0.0782525761854209,0,normal
SUB303,2026-09-25,Teller,14,0,4,23,0,0,0,1,9.033333333333331,16.666666666666668,0.0158039382288157,0,-0.0782525761854209,0,normal
SUB304,2026-09-21,Teller,8,0,0,23,0,0,0,1,9.016666666666667,16.8,-0.0270151930978211,0,-0.0782525761854209,0,normal
SUB304,2026-09-22,Teller,14,0,19,19,0,0,0,1,9.15,16.9,-0.0277628569396257,0,-0.0782525761854209,0,normal
SUB304,2026-09-23,Teller,11,0,14,19,0,0,0,1,9.333333333333334,16.933333333333334,-0.0178714317554803,0,-0.0782525761854209,0,normal
SUB304,2026-09-24,Teller,13,0,0,33,0,0,0,1,9.183333333333334,16.666666666666668,-0.0106326945648392,0,-0.0782525761854209,0,normal
SUB304,2026-09-25,Teller,9,0,2,18,0,0,0,1,9.266666666666667,16.966666666666665,0.0377374392988743,0,-0.0782525761854209,0,normal
SUB305,2026-09-21,Teller,9,0,5,20,1,0,0,1,9.066666666666666,16.783333333333335,-0.0357429883404766,0,-0.0782525761854209,0,normal
SUB305,2026-09-22,Teller,12,0,13,20,0,0,0,1,9.25,16.716666666666665,0.0352710424232726,0,-0.0782525761854209,0,normal
SUB305,2026-09-23,Teller,9,0,0,17,0,0,0,1,9.016666666666667,16.65,0.0099482306597315,0,-0.0782525761854209,0,normal
SUB305,2026-09-24,Teller,11,0,4,17,0,0,0,1,9.05,16.966666666666665,0.0537814511728182,0,-0.0782525761854209,0,normal
SUB305,2026-09-25,Teller,8,0,3,14,0,0,0,1,9.233333333333333,16.65,0.0255064937529821,0,-0.0782525761854209,0,normal
SUB306,2026-09-21,Teller,11,0,19,8,1,0,0,1,9.183333333333334,16.966666666666665,-0.122299070940506,1,-0.0782525761854209,0,normal
SUB306,2026-09-22,Teller,13,0,20,18,0,0,0,1,9.15,16.816666666666666,-0.0191109967795808,0,-0.0782525761854209,0,normal
SUB306,2026-09-23,Teller,14,0,15,18,0,0,0,1,9.0,16.766666666666666,-0.0277172058826022,0,-0.0782525761854209,0,normal
SUB306,2026-09-24,Teller,10,0,9,12,0,0,0,1,9.166666666666666,16.516666666666666,0.0194229159102244,0,-0.0782525761854209,0,normal
SUB306,2026-09-25,Teller,11,0,0,29,0,0,0,1,9.016666666666667,16.983333333333334,-0.0294363865397364,0,-0.0782525761854209,0,normal
SUB307,2026-09-21,Teller,14,0,8,32,0,0,0,1,9.0,16.55,-0.0599378627916096,0,-0.0782525761854209,0,normal
SUB307,2026-09-22,Teller,8,0,3,16,0,0,0,1,9.066666666666666,16.783333333333335,0.0398206606521942,0,-0.0782525761854209,0,normal
SUB307,2026-09-23,Teller,10,0,2,22,0,0,0,1,9.166666666666666,16.95,0.0552997976082099,0,-0.0782525761854209,0,normal
SUB307,2026-09-24,Teller,10,0,0,22,0,0,0,1,9.166666666666666,16.716666666666665,0.0420839069995313,0,-0.0782525761854209,0,normal
SUB307,2026-09-25,Teller,11,0,19,14,0,0,0,1,9.066666666666666,16.683333333333334,-0.0378462759611641,0,-0.0782525761854209,0,normal
SUB308,2026-09-21,Teller,14,0,12,36,0,0,0,1,9.05,16.766666666666666,-0.0182703267763354,0,-0.0782525761854209,0,normal
SUB308,2026-09-22,Teller,11,0,6,21,0,0,0,1,9.083333333333334,16.633333333333333,0.0560804677386151,0,-0.0782525761854209,0,normal
SUB308,2026-09-23,Teller,9,0,5,9,0,0,0,1,9.033333333333331,16.816666666666666,0.0493357627627008,0,-0.0782525761854209,0,normal
SUB308,2026-09-24,Teller,9,0,3,19,0,0,0,1,9.016666666666667,16.6,0.0273319659605782,0,-0.0782525761854209,0,normal
SUB308,2026-09-25,Teller,11,0,0,23,0,0,0,1,9.05,16.8,0.0335494178253034,0,-0.0782525761854209,0,normal
SUB309,2026-09-21,Teller,10,0,3,22,0,0,0,1,9.183333333333334,16.6,0.0492465043660136,0,-0.0782525761854209,0,normal
SUB309,2026-09-22,Teller,13,0,14,23,0,0,0,1,9.25,16.933333333333334,0.0211867960620901,0,-0.0782525761854209,0,normal
SUB309,2026-09-23,Teller,10,0,7,15,0,0,0,1,9.233333333333333,16.833333333333332,0.0750702544475362,0,-0.0782525761854209,0,normal
SUB309,2026-09-24,Teller,14,0,9,23,0,0,0,1,9.116666666666667,16.883333333333333,0.0430529893209604,0,-0.0782525761854209,0,normal
SUB309,2026-09-25,Teller,14,0,14,21,0,0,0,1,9.266666666666667,16.766666666666666,0.0018538616201413,0,-0.0782525761854209,0,normal
