timestamp,user_id,role,event_type,records_accessed,download_count,failed_login,account_type,ip_address,is_known_ip
2026-09-21 09:11:00,SUB301,Teller,login,0,0,0,Regular,10.3.3.108,1
2026-09-21 09:30:43,SUB301,Teller,download,0,4,0,Regular,10.3.3.108,1
2026-09-21 11:46:38,SUB301,Teller,customer_access,5,0,0,Regular,10.3.3.108,1
2026-09-21 12:21:31,SUB301,Teller,customer_access,1,0,0,Regular,10.3.3.108,1
2026-09-21 12:55:14,SUB301,Teller,customer_access,5,0,0,Regular,10.3.3.108,1
2026-09-21 13:20:46,SUB301,Teller,customer_access,5,0,0,Regular,10.3.3.108,1
2026-09-21 13:22:02,SUB301,Teller,customer_access,2,0,0,Regular,10.3.3.108,1
2026-09-21 13:31:50,SUB301,Teller,customer_access,2,0,0,Regular,10.3.3.108,1
2026-09-21 14:14:33,SUB301,Teller,download,0,2,0,Regular,10.3.3.108,1
2026-09-21 15:03:49,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.108,1
2026-09-21 15:17:06,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.108,1
2026-09-21 16:59:00,SUB301,Teller,logout,0,0,0,Regular,10.3.3.108,1
2026-09-22 09:02:00,SUB301,Teller,login,0,0,0,Regular,10.3.3.108,1
2026-09-22 11:06:07,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.108,1
2026-09-22 13:42:22,SUB301,Teller,download,0,3,0,Regular,10.3.3.108,1
2026-09-22 15:02:07,SUB301,Teller,download,0,4,0,Regular,10.3.3.108,1
2026-09-22 15:24:03,SUB301,Teller,download,0,2,0,Regular,10.3.3.108,1
2026-09-22 16:23:17,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.108,1
2026-09-22 16:39:29,SUB301,Teller,download,0,1,0,Regular,10.3.3.108,1
2026-09-22 16:52:00,SUB301,Teller,logout,0,0,0,Regular,10.3.3.108,1
2026-09-23 09:15:00,SUB301,Teller,login,0,0,0,Regular,10.3.3.108,1
2026-09-23 09:23:02,SUB301,Teller,download,0,1,0,Regular,10.3.3.108,1
2026-09-23 09:46:16,SUB301,Teller,download,0,4,0,Regular,10.3.3.108,1
2026-09-23 10:22:37,SUB301,Teller,customer_access,5,0,0,Regular,10.3.3.108,1
2026-09-23 10:50:38,SUB301,Teller,customer_access,5,0,0,Regular,10.3.3.108,1
2026-09-23 11:01:58,SUB301,Teller,customer_access,3,0,0,Regular,10.3.3.108,1
2026-09-23 11:32:59,SUB301,Teller,customer_access,2,0,0,Regular,10.3.3.108,1
2026-09-23 12:18:37,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.108,1
2026-09-23 13:16:02,SUB301,Teller,customer_access,2,0,0,Regular,10.3.3.108,1
2026-09-23 14:20:06,SUB301,Teller,customer_access,3,0,0,Regular,10.3.3.108,1
2026-09-23 15:31:33,SUB301,Teller,download,0,3,0,Regular,10.3.3.108,1
2026-09-23 16:27:43,SUB301,Teller,download,0,4,0,Regular,10.3.3.108,1
2026-09-23 16:32:00,SUB301,Teller,logout,0,0,0,Regular,10.3.3.108,1
2026-09-24 09:08:00,SUB301,Teller,login,0,0,0,Regular,10.3.3.108,1
2026-09-24 09:16:37,SUB301,Teller,customer_access,1,0,0,Regular,10.3.3.108,1
2026-09-24 09:22:44,SUB301,Teller,customer_access,1,0,0,Regular,10.3.3.108,1
2026-09-24 09:44:17,SUB301,Teller,customer_access,1,0,0,Regular,10.3.3.108,1
2026-09-24 10:27:04,SUB301,Teller,customer_access,3,0,0,Regular,10.3.3.108,1
2026-09-24 11:43:16,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.108,1
2026-09-24 13:09:41,SUB301,Teller,download,0,5,0,Regular,10.3.3.108,1
2026-09-24 16:03:22,SUB301,Teller,customer_access,3,0,0,Regular,10.3.3.108,1
2026-09-24 16:45:00,SUB301,Teller,logout,0,0,0,Regular,10.3.3.108,1
2026-09-25 09:02:00,SUB301,Teller,login,0,0,0,Regular,10.3.3.108,1
2026-09-25 09:59:17,SUB301,Teller,customer_access,5,0,0,Regular,10.3.3.108,1
2026-09-25 10:04:41,SUB301,Teller,customer_access,2,0,0,Regular,10.3.3.108,1
2026-09-25 10:13:56,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.108,1
2026-09-25 11:46:41,SUB301,Teller,customer_access,5,0,0,Regular,10.3.3.108,1
