user_id,date,role,event_count,failed_login_count,download_total,records_accessed_total,vip_access_count,unknown_ip_count,outside_hours_count,unique_ip_count,first_activity_hour,last_activity_hour
SUB301,2026-09-21,Teller,12,0,6,28,0,0,0,1,9.183333333333334,16.983333333333334
SUB301,2026-09-22,Teller,8,0,10,8,0,0,0,1,9.033333333333333,16.866666666666667
SUB301,2026-09-23,Teller,13,0,12,24,0,0,0,1,9.25,16.533333333333335
SUB301,2026-09-24,Teller,9,0,5,13,0,0,0,1,9.133333333333333,16.75
SUB301,2026-09-25,Teller,11,0,5,28,0,0,0,1,9.033333333333333,16.75
SUB302,2026-09-21,Teller,13,0,0,28,0,0,0,1,9.05,16.95
SUB302,2026-09-22,Teller,9,0,0,18,0,0,0,1,9.066666666666666,16.533333333333335
SUB302,2026-09-23,Teller,14,0,9,24,0,0,0,1,9.066666666666666,16.616666666666667
SUB302,2026-09-24,Teller,11,0,6,27,0,0,0,1,9.1,16.566666666666666
SUB302,2026-09-25,Teller,9,0,8,16,0,0,0,1,9.116666666666667,16.55
SUB303,2026-09-21,Teller,8,0,0,14,0,0,0,1,9.066666666666666,16.883333333333333
SUB303,2026-09-22,Teller,14,0,8,25,0,0,0,1,9.3,16.866666666666667
SUB303,2026-09-23,Teller,13,0,7,21,0,0,0,1,9.166666666666666,16.716666666666665
SUB303,2026-09-24,Teller,12,0,0,35,0,0,0,1,9.183333333333334,16.5
SUB303,2026-09-25,Teller,14,0,4,23,0,0,0,1,9.033333333333333,16.666666666666668
SUB304,2026-09-21,Teller,8,0,0,23,0,0,0,1,9.016666666666667,16.8
SUB304,2026-09-22,Teller,14,0,19,19,0,0,0,1,9.15,16.9
SUB304,2026-09-23,Teller,11,0,14,19,0,0,0,1,9.333333333333334,16.933333333333334
SUB304,2026-09-24,Teller,13,0,0,33,0,0,0,1,9.183333333333334,16.666666666666668
SUB304,2026-09-25,Teller,9,0,2,18,0,0,0,1,9.266666666666667,16.966666666666665
SUB305,2026-09-21,Teller,9,0,5,20,1,0,0,1,9.066666666666666,16.783333333333335
SUB305,2026-09-22,Teller,12,0,13,20,0,0,0,1,9.25,16.716666666666665
SUB305,2026-09-23,Teller,9,0,0,17,0,0,0,1,9.016666666666667,16.65
SUB305,2026-09-24,Teller,11,0,4,17,0,0,0,1,9.05,16.966666666666665
SUB305,2026-09-25,Teller,8,0,3,14,0,0,0,1,9.233333333333333,16.65
SUB306,2026-09-21,Teller,11,0,19,8,1,0,0,1,9.183333333333334,16.966666666666665
SUB306,2026-09-22,Teller,13,0,20,18,0,0,0,1,9.15,16.816666666666666
SUB306,2026-09-23,Teller,14,0,15,18,0,0,0,1,9.0,16.766666666666666
SUB306,2026-09-24,Teller,10,0,9,12,0,0,0,1,9.166666666666666,16.516666666666666
SUB306,2026-09-25,Teller,11,0,0,29,0,0,0,1,9.016666666666667,16.983333333333334
SUB307,2026-09-21,Teller,14,0,8,32,0,0,0,1,9.0,16.55
SUB307,2026-09-22,Teller,8,0,3,16,0,0,0,1,9.066666666666666,16.783333333333335
SUB307,2026-09-23,Teller,10,0,2,22,0,0,0,1,9.166666666666666,16.95
SUB307,2026-09-24,Teller,10,0,0,22,0,0,0,1,9.166666666666666,16.716666666666665
SUB307,2026-09-25,Teller,11,0,19,14,0,0,0,1,9.066666666666666,16.683333333333334
SUB308,2026-09-21,Teller,14,0,12,36,0,0,0,1,9.05,16.766666666666666
SUB308,2026-09-22,Teller,11,0,6,21,0,0,0,1,9.083333333333334,16.633333333333333
SUB308,2026-09-23,Teller,9,0,5,9,0,0,0,1,9.033333333333333,16.816666666666666
SUB308,2026-09-24,Teller,9,0,3,19,0,0,0,1,9.016666666666667,16.6
SUB308,2026-09-25,Teller,11,0,0,23,0,0,0,1,9.05,16.8
SUB309,2026-09-21,Teller,10,0,3,22,0,0,0,1,9.183333333333334,16.6
SUB309,2026-09-22,Teller,13,0,14,23,0,0,0,1,9.25,16.933333333333334
SUB309,2026-09-23,Teller,10,0,7,15,0,0,0,1,9.233333333333333,16.833333333333332
SUB309,2026-09-24,Teller,14,0,9,23,0,0,0,1,9.116666666666667,16.883333333333333
SUB309,2026-09-25,Teller,14,0,14,21,0,0,0,1,9.266666666666667,16.766666666666666
SUB310,2026-09-21,Teller,9,0,4,21,0,0,0,1,9.083333333333334,16.666666666666668
SUB310,2026-09-22,Teller,13,0,8,33,0,0,0,1,9.15,16.9
SUB310,2026-09-23,Teller,10,0,2,12,0,0,0,1,9.0,16.916666666666668
SUB310,2026-09-24,Teller,13,0,2,24,0,0,0,1,9.0,16.983333333333334
SUB310,2026-09-25,Teller,11,0,0,20,0,0,0,1,9.216666666666667,16.866666666666667
SUB311,2026-09-21,CustomerService,15,0,21,30,0,0,0,1,9.116666666666667,16.716666666666665
SUB311,2026-09-22,CustomerService,16,0,18,25,0,0,0,1,9.066666666666666,16.616666666666667
SUB311,2026-09-23,CustomerService,16,0,24,39,3,0,0,1,9.266666666666667,16.866666666666667
SUB311,2026-09-24,CustomerService,13,0,30,20,0,0,0,1,9.116666666666667,16.983333333333334
SUB311,2026-09-25,CustomerService,9,0,11,11,0,0,0,1,9.066666666666666,16.683333333333334
SUB312,2026-09-21,CustomerService,15,0,9,40,0,0,0,1,9.066666666666666,16.866666666666667
SUB312,2026-09-22,CustomerService,11,0,15,17,0,0,0,1,9.333333333333334,16.966666666666665
SUB312,2026-09-23,CustomerService,14,0,15,26,2,0,0,1,9.066666666666666,16.5
SUB312,2026-09-24,CustomerService,10,0,0,22,0,0,0,1,9.05,16.566666666666666
SUB312,2026-09-25,CustomerService,12,0,0,30,0,0,0,1,9.183333333333334,16.966666666666665
SUB313,2026-09-21,CustomerService,11,0,8,22,0,0,0,1,9.233333333333333,16.75
SUB313,2026-09-22,CustomerService,15,0,11,34,0,0,0,1,9.2,16.716666666666665
SUB313,2026-09-23,CustomerService,12,0,41,13,0,0,0,1,9.25,16.816666666666666
SUB313,2026-09-24,CustomerService,13,0,2,39,0,0,0,1,9.05,16.65
SUB313,2026-09-25,CustomerService,10,0,3,19,0,0,0,1,9.216666666666667,16.983333333333334
SUB314,2026-09-21,CustomerService,14,0,20,18,1,0,0,1,9.183333333333334,16.8
SUB314,2026-09-22,CustomerService,9,0,10,13,0,0,0,1,9.233333333333333,16.666666666666668
SUB314,2026-09-23,CustomerService,12,0,10,20,1,0,0,1,9.3,16.75
SUB314,2026-09-24,CustomerService,15,0,5,27,0,0,0,1,9.166666666666666,16.566666666666666
SUB314,2026-09-25,CustomerService,11,0,16,22,0,0,0,1,9.283333333333333,16.983333333333334
SUB315,2026-09-21,CustomerService,15,0,18,26,0,0,0,1,9.0,16.816666666666666
SUB315,2026-09-22,CustomerService,9,0,2,15,1,0,0,1,9.15,16.766666666666666
SUB315,2026-09-23,CustomerService,11,0,26,15,1,0,0,1,9.066666666666666,16.566666666666666
SUB315,2026-09-24,CustomerService,12,0,8,26,0,0,0,1,9.0,16.733333333333334
SUB315,2026-09-25,CustomerService,14,0,17,26,1,0,0,1,9.266666666666667,16.833333333333332
SUB316,2026-09-21,CustomerService,13,0,12,23,1,0,0,1,9.016666666666667,16.683333333333334
SUB316,2026-09-22,CustomerService,13,0,2,31,0,0,0,1,9.016666666666667,16.783333333333335
SUB316,2026-09-23,CustomerService,16,0,16,41,0,0,0,1,9.166666666666666,16.516666666666666
SUB316,2026-09-24,CustomerService,16,0,5,34,0,0,0,1,9.083333333333334,16.766666666666666
SUB316,2026-09-25,CustomerService,12,0,9,23,0,0,0,1,9.066666666666666,16.75
SUB317,2026-09-21,CustomerService,16,0,34,25,0,0,0,1,9.016666666666667,16.616666666666667
SUB317,2026-09-22,CustomerService,11,0,28,8,1,0,0,1,9.083333333333334,16.8
SUB317,2026-09-23,CustomerService,10,0,4,22,0,0,0,1,9.166666666666666,16.65
SUB317,2026-09-24,CustomerService,11,0,3,24,2,0,0,1,9.266666666666667,16.95
SUB317,2026-09-25,CustomerService,16,0,21,33,0,0,0,1,9.133333333333333,16.833333333333332
SUB318,2026-09-21,CustomerService,13,0,26,18,0,0,0,1,9.083333333333334,16.833333333333332
SUB318,2026-09-22,CustomerService,12,0,20,20,0,0,0,1,9.15,16.683333333333334
SUB318,2026-09-23,CustomerService,9,0,0,21,0,0,0,1,9.283333333333333,16.666666666666668
SUB318,2026-09-24,CustomerService,14,0,11,33,0,0,0,1,9.15,16.933333333333334
SUB318,2026-09-25,CustomerService,16,0,8,38,0,0,0,1,9.1,16.6
SUB319,2026-09-21,CustomerService,9,0,17,11,1,0,0,1,9.0,16.85
SUB319,2026-09-22,CustomerService,13,0,17,21,0,0,0,1,9.266666666666667,16.933333333333334
SUB319,2026-09-23,CustomerService,15,0,4,33,0,0,0,1,9.066666666666666,16.6
SUB319,2026-09-24,CustomerService,12,0,9,25,0,0,0,1,9.05,16.75
SUB319,2026-09-25,CustomerService,13,0,26,20,1,0,0,1,9.15,16.8
SUB320,2026-09-21,CustomerService,12,0,19,15,1,0,0,1,9.1,16.55
SUB320,2026-09-22,CustomerService,11,0,0,25,0,0,0,1,9.116666666666667,16.85
SUB320,2026-09-23,CustomerService,12,0,26,12,0,0,0,1,9.05,16.833333333333332
SUB320,2026-09-24,CustomerService,11,0,25,23,0,0,0,1,9.0,16.933333333333334
SUB320,2026-09-25,CustomerService,14,0,21,21,0,0,0,1,9.266666666666667,16.5
SUB321,2026-09-21,Manager,11,0,19,13,0,0,0,1,9.1,16.516666666666666
SUB321,2026-09-22,Manager,12,0,27,26,1,0,0,1,9.15,16.933333333333334
SUB321,2026-09-23,Manager,7,0,9,9,0,0,0,1,9.266666666666667,16.683333333333334
SUB321,2026-09-24,Manager,9,0,29,13,0,0,0,1,9.016666666666667,16.866666666666667
SUB321,2026-09-25,Manager,8,0,28,13,1,0,0,1,9.033333333333333,16.616666666666667
SUB322,2026-09-21,Manager,9,0,11,18,1,0,0,1,9.25,16.65
SUB322,2026-09-22,Manager,9,0,17,8,1,0,0,1,9.083333333333334,16.966666666666665
SUB322,2026-09-23,Manager,9,0,0,21,0,0,0,1,9.283333333333333,16.933333333333334
SUB322,2026-09-24,Manager,12,0,23,25,1,0,0,1,9.066666666666666,16.983333333333334
SUB322,2026-09-25,Manager,10,0,19,17,1,0,0,1,9.2,16.766666666666666
SUB323,2026-09-21,Manager,11,0,8,20,2,0,0,1,9.083333333333334,16.9
SUB323,2026-09-22,Manager,8,0,23,7,1,0,0,1,9.133333333333333,16.933333333333334
SUB323,2026-09-23,Manager,9,0,13,24,0,0,0,1,9.183333333333334,16.95
SUB323,2026-09-24,Manager,8,0,29,9,0,0,0,1,9.2,16.95
SUB323,2026-09-25,Manager,7,0,0,17,2,0,0,1,9.183333333333334,16.816666666666666
SUB324,2026-09-21,Manager,9,0,30,16,3,0,0,1,9.166666666666666,16.866666666666667
SUB324,2026-09-22,Manager,12,0,4,31,0,0,0,1,9.283333333333333,16.766666666666666
SUB324,2026-09-23,Manager,10,0,5,18,0,0,0,1,9.316666666666666,16.65
SUB324,2026-09-24,Manager,8,0,9,13,2,0,0,1,9.05,16.616666666666667
SUB324,2026-09-25,Manager,7,0,18,10,0,0,0,1,9.333333333333334,16.766666666666666
SUB325,2026-09-21,Manager,9,0,8,27,3,0,0,1,9.283333333333333,16.933333333333334
SUB325,2026-09-22,Manager,9,0,20,17,1,0,0,1,9.05,16.85
SUB325,2026-09-23,Manager,7,0,0,20,2,0,0,1,9.25,16.8
SUB325,2026-09-24,Manager,12,0,0,29,0,0,0,1,9.066666666666666,16.883333333333333
SUB325,2026-09-25,Manager,8,0,0,15,3,0,0,1,9.116666666666667,16.783333333333335
SUB326,2026-09-21,Manager,9,0,0,16,2,0,0,1,9.133333333333333,16.566666666666666
SUB326,2026-09-22,Manager,12,0,20,30,1,0,0,1,9.1,16.65
SUB326,2026-09-23,Manager,12,0,10,20,2,0,0,1,9.183333333333334,16.983333333333334
SUB326,2026-09-24,Manager,11,0,25,22,0,0,0,1,9.05,16.55
SUB326,2026-09-25,Manager,12,0,0,31,0,0,0,1,9.016666666666667,16.95
SUB327,2026-09-21,Manager,8,0,38,15,2,0,0,1,9.233333333333333,16.733333333333334
SUB327,2026-09-22,Manager,10,0,26,13,2,0,0,1,9.233333333333333,16.883333333333333
SUB327,2026-09-23,Manager,11,0,23,24,2,0,0,1,9.333333333333334,16.866666666666667
SUB327,2026-09-24,Manager,7,0,0,15,0,0,0,1,9.183333333333334,16.516666666666666
SUB327,2026-09-25,Manager,11,0,38,23,2,0,0,1,9.316666666666666,16.6
SUB328,2026-09-21,Manager,7,0,2,10,1,0,0,1,9.283333333333333,16.75
SUB328,2026-09-22,Manager,11,0,18,23,2,0,0,1,9.183333333333334,16.933333333333334
SUB328,2026-09-23,Manager,10,0,16,18,1,0,0,1,9.183333333333334,16.966666666666665
SUB328,2026-09-24,Manager,12,0,35,25,0,0,0,1,9.233333333333333,16.666666666666668
SUB328,2026-09-25,Manager,7,0,33,11,2,0,0,1,9.216666666666667,16.533333333333335
SUB329,2026-09-21,Manager,10,0,26,22,0,0,0,1,9.066666666666666,16.833333333333332
SUB329,2026-09-22,Manager,11,0,0,20,2,0,0,1,9.033333333333333,16.866666666666667
SUB329,2026-09-23,Manager,11,0,4,23,1,0,0,1,9.316666666666666,16.633333333333333
SUB329,2026-09-24,Manager,7,0,0,13,0,0,0,1,9.066666666666666,16.85
SUB329,2026-09-25,Manager,9,0,10,22,1,0,0,1,9.183333333333334,16.583333333333332
SUB330,2026-09-21,Manager,7,0,0,12,1,0,0,1,9.1,16.6
SUB330,2026-09-22,Manager,9,0,11,11,0,0,0,1,9.0,16.883333333333333
SUB330,2026-09-23,Manager,11,0,14,24,0,0,0,1,9.3,16.666666666666668
SUB330,2026-09-24,Manager,7,0,35,9,2,0,0,1,9.333333333333334,16.65
SUB330,2026-09-25,Manager,11,0,11,31,2,0,0,1,9.15,16.95
SUB331,2026-09-21,Teller,14,0,18,13,1,0,0,1,9.0,16.616666666666667
SUB331,2026-09-22,Teller,14,0,9,25,0,0,0,1,9.05,16.916666666666668
SUB331,2026-09-23,Teller,12,0,22,28,0,0,0,1,9.233333333333333,16.916666666666668
SUB331,2026-09-24,Teller,10,0,36,17,0,0,0,1,9.15,16.966666666666665
SUB331,2026-09-25,Teller,14,0,35,21,0,0,0,1,9.033333333333333,16.666666666666668
SUB332,2026-09-21,Teller,14,0,16,20,0,0,0,1,9.166666666666666,16.933333333333334
SUB332,2026-09-22,Teller,12,0,11,19,1,0,0,1,9.15,16.833333333333332
SUB332,2026-09-23,Teller,12,0,0,34,3,0,0,1,9.316666666666666,16.883333333333333
SUB332,2026-09-24,Teller,14,0,4,31,3,0,0,1,9.333333333333334,16.683333333333334
SUB332,2026-09-25,Teller,12,0,1,30,3,0,0,1,9.333333333333334,16.566666666666666
SUB333,2026-09-21,Teller,13,0,3,30,2,0,0,1,9.316666666666666,16.95
SUB333,2026-09-22,Teller,14,0,8,23,0,0,0,1,9.133333333333333,16.816666666666666
SUB333,2026-09-23,Teller,16,0,25,47,0,0,0,1,9.15,16.866666666666667
SUB333,2026-09-24,Teller,14,0,28,46,0,0,0,1,9.1,16.883333333333333
SUB333,2026-09-25,Teller,15,0,26,45,0,0,0,1,9.016666666666667,16.833333333333332
SUB334,2026-09-21,Teller,10,0,2,16,0,0,0,1,9.333333333333334,16.683333333333334
SUB334,2026-09-22,Teller,9,0,11,7,0,0,0,1,9.15,16.666666666666668
SUB334,2026-09-23,Teller,16,0,5,42,0,0,0,1,9.0,16.966666666666665
SUB334,2026-09-24,Teller,17,0,8,38,0,0,0,1,9.133333333333333,16.716666666666665
SUB334,2026-09-25,Teller,15,0,3,44,1,0,0,1,9.216666666666667,16.983333333333334
SUB335,2026-09-21,Teller,12,0,10,21,0,0,0,1,9.333333333333334,16.683333333333334
SUB335,2026-09-22,Teller,13,0,15,21,0,0,0,1,9.266666666666667,16.75
SUB335,2026-09-23,Teller,11,0,24,38,0,0,0,1,9.0,16.8
SUB335,2026-09-24,Teller,12,0,23,42,1,0,0,1,9.3,16.8
SUB335,2026-09-25,Teller,15,0,24,43,0,0,0,1,9.15,16.716666666666665
SUB336,2026-09-21,CustomerService,16,0,4,36,1,0,0,1,9.033333333333333,16.85
SUB336,2026-09-22,CustomerService,13,0,20,21,0,0,0,1,9.05,16.6
SUB336,2026-09-23,CustomerService,11,0,29,23,0,0,0,1,9.216666666666667,16.633333333333333
SUB336,2026-09-24,CustomerService,12,0,29,20,3,0,0,1,9.2,16.6
SUB336,2026-09-25,CustomerService,10,0,43,16,0,0,0,1,9.0,16.666666666666668
SUB337,2026-09-21,CustomerService,12,0,6,30,0,0,0,1,9.0,16.65
SUB337,2026-09-22,CustomerService,11,0,10,19,1,0,0,1,9.116666666666667,16.983333333333334
SUB337,2026-09-23,CustomerService,16,0,8,40,4,0,0,1,9.2,16.883333333333333
