user_id,date,role,event_count,failed_login_count,download_total,records_accessed_total,vip_access_count,unknown_ip_count,outside_hours_count,unique_ip_count,first_activity_hour,last_activity_hour,anomaly_score,prediction,threshold,ground_truth,scenario
SUB301,2026-09-21,Teller,13,0,14,20,0,0,0,1,9.083333333333334,16.9,0.0270996736059211,0,-0.0782525761854209,0,normal
SUB301,2026-09-22,Teller,14,0,15,23,0,0,0,1,9.183333333333334,16.983333333333334,-0.0056301942959222,0,-0.0782525761854209,0,normal
SUB301,2026-09-23,Teller,8,0,3,16,0,0,0,1,9.116666666666667,16.8,0.0428276211409766,0,-0.0782525761854209,0,normal
SUB301,2026-09-24,Teller,11,0,8,28,0,0,0,1,9.0,16.5,-0.0555955912712827,0,-0.0782525761854209,0,normal
SUB301,2026-09-25,Teller,8,0,1,12,0,0,0,1,9.316666666666666,16.533333333333335,-0.0444939273979959,0,-0.0782525761854209,0,normal
SUB302,2026-09-21,Teller,9,0,7,9,0,0,0,1,9.066666666666666,16.916666666666668,0.055147063893789,0,-0.0782525761854209,0,normal
SUB302,2026-09-22,Teller,12,0,12,18,0,0,0,1,9.166666666666666,16.783333333333335,0.0636051436782521,0,-0.0782525761854209,0,normal
SUB302,2026-09-23,Teller,12,0,13,20,0,0,0,1,9.1,16.883333333333333,0.0559408925892537,0,-0.0782525761854209,0,normal
SUB302,2026-09-24,Teller,8,0,5,17,0,0,0,1,9.316666666666666,16.8,0.014379681780189,0,-0.0782525761854209,0,normal
SUB302,2026-09-25,Teller,9,0,3,21,0,0,0,1,9.133333333333333,16.8,0.0711982774172849,0,-0.0782525761854209,0,normal
SUB303,2026-09-21,Teller,11,0,6,15,0,0,0,1,9.0,16.733333333333334,0.0399822859076676,0,-0.0782525761854209,0,normal
SUB303,2026-09-22,Teller,10,0,10,17,0,0,0,1,9.316666666666666,16.616666666666667,0.0170615287960408,0,-0.0782525761854209,0,normal
SUB303,2026-09-23,Teller,10,0,2,30,0,0,0,1,9.116666666666667,16.916666666666668,0.0232078096290086,0,-0.0782525761854209,0,normal
SUB303,2026-09-24,Teller,8,0,2,9,0,0,0,1,9.15,16.583333333333332,-0.006812102450903,0,-0.0782525761854209,0,normal
