user_id,date,role,event_count,failed_login_count,download_total,records_accessed_total,vip_access_count,unknown_ip_count,outside_hours_count,unique_ip_count,first_activity_hour,last_activity_hour
SUB301,2026-09-21,Teller,13,0,14,20,0,0,0,1,9.083333333333334,16.9
SUB301,2026-09-22,Teller,14,0,15,23,0,0,0,1,9.183333333333334,16.983333333333334
SUB301,2026-09-23,Teller,8,0,3,16,0,0,0,1,9.116666666666667,16.8
SUB301,2026-09-24,Teller,11,0,8,28,0,0,0,1,9.0,16.5
SUB301,2026-09-25,Teller,8,0,1,12,0,0,0,1,9.316666666666666,16.533333333333335
SUB302,2026-09-21,Teller,9,0,7,9,0,0,0,1,9.066666666666666,16.916666666666668
SUB302,2026-09-22,Teller,12,0,12,18,0,0,0,1,9.166666666666666,16.783333333333335
SUB302,2026-09-23,Teller,12,0,13,20,0,0,0,1,9.1,16.883333333333333
SUB302,2026-09-24,Teller,8,0,5,17,0,0,0,1,9.316666666666666,16.8
SUB302,2026-09-25,Teller,9,0,3,21,0,0,0,1,9.133333333333333,16.8
SUB303,2026-09-21,Teller,11,0,6,15,0,0,0,1,9.0,16.733333333333334
SUB303,2026-09-22,Teller,10,0,10,17,0,0,0,1,9.316666666666666,16.616666666666667
SUB303,2026-09-23,Teller,10,0,2,30,0,0,0,1,9.116666666666667,16.916666666666668
SUB303,2026-09-24,Teller,8,0,2,9,0,0,0,1,9.15,16.583333333333332
SUB303,2026-09-25,Teller,10,0,5,19,0,0,0,1,9.1,16.583333333333332
SUB304,2026-09-21,Teller,8,0,0,17,0,0,0,1,9.116666666666667,16.55
SUB304,2026-09-22,Teller,9,0,1,20,0,0,0,1,9.066666666666666,16.8
SUB304,2026-09-23,Teller,14,0,13,16,1,0,0,1,9.15,16.866666666666667
SUB304,2026-09-24,Teller,12,0,6,20,0,0,0,1,9.05,16.533333333333335
SUB304,2026-09-25,Teller,13,0,7,29,0,0,0,1,9.0,16.983333333333334
SUB305,2026-09-21,Teller,9,0,4,14,0,0,0,1,9.3,16.55
SUB305,2026-09-22,Teller,13,0,14,15,0,0,0,1,9.1,16.966666666666665
SUB305,2026-09-23,Teller,11,0,1,24,0,0,0,1,9.1,16.916666666666668
SUB305,2026-09-24,Teller,8,0,3,14,0,0,0,1,9.133333333333333,16.6
SUB305,2026-09-25,Teller,12,0,3,24,0,0,0,1,9.116666666666667,16.883333333333333
SUB306,2026-09-21,Teller,9,0,4,19,0,0,0,1,9.0,16.916666666666668
SUB306,2026-09-22,Teller,11,0,10,14,0,0,0,1,9.15,16.7
SUB306,2026-09-23,Teller,11,0,11,15,0,0,0,1,9.216666666666667,16.6
SUB306,2026-09-24,Teller,9,0,10,15,0,0,0,1,9.083333333333334,16.85
