timestamp,user_id,role,event_type,records_accessed,download_count,failed_login,account_type,ip_address,is_known_ip
2026-09-21 09:05:00,SUB301,Teller,login,0,0,0,Regular,10.3.3.222,1
2026-09-21 09:23:23,SUB301,Teller,customer_access,1,0,0,Regular,10.3.3.222,1
2026-09-21 09:46:30,SUB301,Teller,download,0,3,0,Regular,10.3.3.222,1
2026-09-21 09:52:39,SUB301,Teller,customer_access,3,0,0,Regular,10.3.3.222,1
2026-09-21 10:03:46,SUB301,Teller,download,0,5,0,Regular,10.3.3.222,1
2026-09-21 11:26:24,SUB301,Teller,customer_access,2,0,0,Regular,10.3.3.222,1
2026-09-21 12:19:39,SUB301,Teller,customer_access,5,0,0,Regular,10.3.3.222,1
2026-09-21 12:46:59,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.222,1
2026-09-21 14:36:12,SUB301,Teller,customer_access,3,0,0,Regular,10.3.3.222,1
2026-09-21 15:32:43,SUB301,Teller,download,0,4,0,Regular,10.3.3.222,1
2026-09-21 16:11:37,SUB301,Teller,download,0,2,0,Regular,10.3.3.222,1
2026-09-21 16:37:08,SUB301,Teller,customer_access,2,0,0,Regular,10.3.3.222,1
2026-09-21 16:54:00,SUB301,Teller,logout,0,0,0,Regular,10.3.3.222,1
2026-09-22 09:11:00,SUB301,Teller,login,0,0,0,Regular,10.3.3.222,1
2026-09-22 09:28:57,SUB301,Teller,download,0,4,0,Regular,10.3.3.222,1
2026-09-22 09:45:53,SUB301,Teller,download,0,1,0,Regular,10.3.3.222,1
2026-09-22 10:36:57,SUB301,Teller,customer_access,1,0,0,Regular,10.3.3.222,1
2026-09-22 11:02:06,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.222,1
2026-09-22 11:34:54,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.222,1
2026-09-22 11:45:45,SUB301,Teller,customer_access,3,0,0,Regular,10.3.3.222,1
2026-09-22 11:48:30,SUB301,Teller,customer_access,2,0,0,Regular,10.3.3.222,1
2026-09-22 12:28:01,SUB301,Teller,customer_access,2,0,0,Regular,10.3.3.222,1
2026-09-22 14:16:27,SUB301,Teller,customer_access,2,0,0,Regular,10.3.3.222,1
2026-09-22 14:26:02,SUB301,Teller,download,0,5,0,Regular,10.3.3.222,1
2026-09-22 14:52:40,SUB301,Teller,customer_access,5,0,0,Regular,10.3.3.222,1
2026-09-22 15:07:53,SUB301,Teller,download,0,5,0,Regular,10.3.3.222,1
2026-09-22 16:59:00,SUB301,Teller,logout,0,0,0,Regular,10.3.3.222,1
2026-09-23 09:07:00,SUB301,Teller,login,0,0,0,Regular,10.3.3.222,1
2026-09-23 09:18:57,SUB301,Teller,customer_access,1,0,0,Regular,10.3.3.222,1
2026-09-23 09:19:44,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.222,1
2026-09-23 12:49:58,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.222,1
2026-09-23 14:39:01,SUB301,Teller,download,0,3,0,Regular,10.3.3.222,1
2026-09-23 14:49:34,SUB301,Teller,customer_access,3,0,0,Regular,10.3.3.222,1
2026-09-23 16:35:00,SUB301,Teller,logout,0,0,0,Regular,10.3.3.222,1
2026-09-23 16:48:39,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.222,1
2026-09-24 09:00:00,SUB301,Teller,login,0,0,0,Regular,10.3.3.222,1
2026-09-24 09:43:06,SUB301,Teller,customer_access,5,0,0,Regular,10.3.3.222,1
2026-09-24 11:57:56,SUB301,Teller,download,0,4,0,Regular,10.3.3.222,1
2026-09-24 12:05:01,SUB301,Teller,customer_access,5,0,0,Regular,10.3.3.222,1
2026-09-24 12:08:00,SUB301,Teller,customer_access,5,0,0,Regular,10.3.3.222,1
2026-09-24 14:10:13,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.222,1
2026-09-24 14:50:47,SUB301,Teller,download,0,4,0,Regular,10.3.3.222,1
2026-09-24 15:16:26,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.222,1
2026-09-24 15:42:03,SUB301,Teller,customer_access,2,0,0,Regular,10.3.3.222,1
2026-09-24 16:29:30,SUB301,Teller,customer_access,3,0,0,Regular,10.3.3.222,1
2026-09-24 16:30:00,SUB301,Teller,logout,0,0,0,Regular,10.3.3.222,1
2026-09-25 09:19:00,SUB301,Teller,login,0,0,0,Regular,10.3.3.222,1
2026-09-25 10:31:12,SUB301,Teller,customer_access,1,0,0,Regular,10.3.3.222,1
2026-09-25 13:03:45,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.222,1
2026-09-25 13:15:12,SUB301,Teller,customer_access,4,0,0,Regular,10.3.3.222,1
2026-09-25 13:29:15,SUB301,Teller,customer_access,1,0,0,Regular,10.3.3.222,1
2026-09-25 13:48:48,SUB301,Teller,download,0,1,0,Regular,10.3.3.222,1
2026-09-25 16:20:41,SUB301,Teller,customer_access,2,0,0,Regular,10.3.3.222,1
2026-09-25 16:32:00,SUB301,Teller,logout,0,0,0,Regular,10.3.3.222,1
2026-09-21 09:04:00,SUB302,Teller,login,0,0,0,Regular,10.3.1.200,1
2026-09-21 10:41:07,SUB302,Teller,download,0,2,0,Regular,10.3.1.200,1
2026-09-21 11:33:19,SUB302,Teller,customer_access,5,0,0,Regular,10.3.1.200,1
2026-09-21 11:57:02,SUB302,Teller,customer_access,1,0,0,Regular,10.3.1.200,1
2026-09-21 15:06:16,SUB302,Teller,download,0,1,0,Regular,10.3.1.200,1
2026-09-21 15:32:59,SUB302,Teller,customer_access,1,0,0,Regular,10.3.1.200,1
2026-09-21 16:18:18,SUB302,Teller,download,0,4,0,Regular,10.3.1.200,1
2026-09-21 16:46:00,SUB302,Teller,logout,0,0,0,Regular,10.3.1.200,1
2026-09-21 16:55:01,SUB302,Teller,customer_access,2,0,0,Regular,10.3.1.200,1
2026-09-22 09:10:00,SUB302,Teller,login,0,0,0,Regular,10.3.1.200,1
2026-09-22 09:21:30,SUB302,Teller,customer_access,4,0,0,Regular,10.3.1.200,1
2026-09-22 10:29:42,SUB302,Teller,download,0,3,0,Regular,10.3.1.200,1
2026-09-22 10:57:26,SUB302,Teller,customer_access,1,0,0,Regular,10.3.1.200,1
2026-09-22 12:06:16,SUB302,Teller,customer_access,3,0,0,Regular,10.3.1.200,1
2026-09-22 13:07:37,SUB302,Teller,download,0,5,0,Regular,10.3.1.200,1
2026-09-22 14:12:00,SUB302,Teller,customer_access,2,0,0,Regular,10.3.1.200,1
2026-09-22 14:50:58,SUB302,Teller,customer_access,2,0,0,Regular,10.3.1.200,1
2026-09-22 15:04:26,SUB302,Teller,download,0,4,0,Regular,10.3.1.200,1
2026-09-22 15:59:36,SUB302,Teller,customer_access,1,0,0,Regular,10.3.1.200,1
2026-09-22 16:08:27,SUB302,Teller,customer_access,5,0,0,Regular,10.3.1.200,1
2026-09-22 16:47:00,SUB302,Teller,logout,0,0,0,Regular,10.3.1.200,1
2026-09-23 09:06:14,SUB302,Teller,customer_access,3,0,0,Regular,10.3.1.200,1
2026-09-23 09:15:00,SUB302,Teller,login,0,0,0,Regular,10.3.1.200,1
2026-09-23 10:39:35,SUB302,Teller,customer_access,3,0,0,Regular,10.3.1.200,1
2026-09-23 10:48:12,SUB302,Teller,download,0,5,0,Regular,10.3.1.200,1
2026-09-23 11:15:28,SUB302,Teller,download,0,3,0,Regular,10.3.1.200,1
2026-09-23 11:29:38,SUB302,Teller,customer_access,2,0,0,Regular,10.3.1.200,1
2026-09-23 11:52:06,SUB302,Teller,customer_access,3,0,0,Regular,10.3.1.200,1
2026-09-23 13:28:00,SUB302,Teller,customer_access,5,0,0,Regular,10.3.1.200,1
2026-09-23 13:34:53,SUB302,Teller,download,0,2,0,Regular,10.3.1.200,1
2026-09-23 14:26:33,SUB302,Teller,download,0,3,0,Regular,10.3.1.200,1
2026-09-23 15:02:25,SUB302,Teller,customer_access,4,0,0,Regular,10.3.1.200,1
2026-09-23 16:53:00,SUB302,Teller,logout,0,0,0,Regular,10.3.1.200,1
2026-09-24 09:19:00,SUB302,Teller,login,0,0,0,Regular,10.3.1.200,1
2026-09-24 09:26:12,SUB302,Teller,download,0,3,0,Regular,10.3.1.200,1
2026-09-24 10:20:50,SUB302,Teller,customer_access,5,0,0,Regular,10.3.1.200,1
2026-09-24 11:43:35,SUB302,Teller,customer_access,3,0,0,Regular,10.3.1.200,1
2026-09-24 11:43:43,SUB302,Teller,customer_access,5,0,0,Regular,10.3.1.200,1
2026-09-24 11:52:46,SUB302,Teller,customer_access,4,0,0,Regular,10.3.1.200,1
2026-09-24 12:30:49,SUB302,Teller,download,0,2,0,Regular,10.3.1.200,1
2026-09-24 16:48:00,SUB302,Teller,logout,0,0,0,Regular,10.3.1.200,1
2026-09-25 09:08:00,SUB302,Teller,login,0,0,0,Regular,10.3.1.200,1
2026-09-25 09:39:28,SUB302,Teller,download,0,3,0,Regular,10.3.1.200,1
2026-09-25 11:27:35,SUB302,Teller,customer_access,4,0,0,Regular,10.3.1.200,1
2026-09-25 11:43:42,SUB302,Teller,customer_access,4,0,0,Regular,10.3.1.200,1
2026-09-25 14:22:02,SUB302,Teller,customer_access,5,0,0,Regular,10.3.1.200,1
2026-09-25 14:39:53,SUB302,Teller,customer_access,4,0,0,Regular,10.3.1.200,1
2026-09-25 15:43:07,SUB302,Teller,customer_access,3,0,0,Regular,10.3.1.200,1
2026-09-25 16:25:23,SUB302,Teller,customer_access,1,0,0,Regular,10.3.1.200,1
2026-09-25 16:48:00,SUB302,Teller,logout,0,0,0,Regular,10.3.1.200,1
2026-09-21 09:00:00,SUB303,Teller,login,0,0,0,Regular,10.3.1.75,1
