user_id,date,role,event_count,failed_login_count,download_total,records_accessed_total,vip_access_count,unknown_ip_count,outside_hours_count,unique_ip_count,first_activity_hour,last_activity_hour,anomaly_score,prediction,threshold,ground_truth,scenario
SUB301,2026-09-21,Teller,8,0,6,12,0,0,0,1,9.233333333333333,16.9,0.03059218372028,0,-0.0782525761854209,0,normal
SUB301,2026-09-22,Teller,14,0,13,25,1,0,0,1,9.1,16.616666666666667,-0.0743621490560995,0,-0.0782525761854209,0,normal
SUB301,2026-09-23,Teller,12,0,0,34,0,0,0,1,9.3,16.833333333333332,-0.0290244069950115,0,-0.0782525761854209,0,normal
SUB301,2026-09-24,Teller,14,0,7,31,0,0,0,1,9.166666666666666,16.85,0.033292340155109,0,-0.0782525761854209,0,normal
SUB301,2026-09-25,Teller,9,0,6,11,0,0,0,1,9.066666666666666,16.633333333333333,0.045622745424479,0,-0.0782525761854209,0,normal
SUB302,2026-09-21,Teller,8,0,4,18,0,0,0,1,9.3,16.85,0.0228998780386516,0,-0.0782525761854209,0,normal
SUB302,2026-09-22,Teller,8,0,2,10,0,0,0,1,9.3,16.966666666666665,-0.0289241767215789,0,-0.0782525761854209,0,normal
SUB302,2026-09-23,Teller,12,0,22,11,0,0,0,1,9.25,16.566666666666666,-0.0900872599313707,1,-0.0782525761854209,0,normal
SUB302,2026-09-24,Teller,11,0,3,24,0,0,0,1,9.116666666666667,16.516666666666666,0.0091401502709715,0,-0.0782525761854209,0,normal
SUB302,2026-09-25,Teller,9,0,12,15,0,0,0,1,9.283333333333331,16.533333333333335,-0.0158089840961105,0,-0.0782525761854209,0,normal
SUB303,2026-09-21,Teller,9,0,0,18,0,0,0,1,9.1,16.766666666666666,0.0431237862606433,0,-0.0782525761854209,0,normal
SUB303,2026-09-22,Teller,9,0,6,14,0,0,0,1,9.166666666666666,16.633333333333333,0.0572445883367982,0,-0.0782525761854209,0,normal
SUB303,2026-09-23,Teller,12,0,0,30,0,0,0,1,9.283333333333331,16.7,-0.0089878450460647,0,-0.0782525761854209,0,normal
SUB303,2026-09-24,Teller,8,0,3,18,0,0,0,1,9.316666666666666,16.783333333333335,0.0086126504562328,0,-0.0782525761854209,0,normal
SUB303,2026-09-25,Teller,8,0,1,14,0,0,0,1,9.2,16.9,0.0176699940193414,0,-0.0782525761854209,0,normal
SUB304,2026-09-21,Teller,8,0,8,11,0,0,0,1,9.1,16.916666666666668,0.0360884212102445,0,-0.0782525761854209,0,normal
SUB304,2026-09-22,Teller,11,0,9,22,0,0,0,1,9.283333333333331,16.866666666666667,0.0601413606450733,0,-0.0782525761854209,0,normal
SUB304,2026-09-23,Teller,8,0,7,13,0,0,0,1,9.1,16.6,0.0267782740769517,0,-0.0782525761854209,0,normal
SUB304,2026-09-24,Teller,9,0,0,22,1,0,0,1,9.1,16.9,-0.0800239951820572,1,-0.0782525761854209,0,normal
SUB304,2026-09-25,Teller,9,0,4,18,1,0,0,1,9.216666666666669,16.616666666666667,-0.062258573849103,0,-0.0782525761854209,0,normal
SUB305,2026-09-21,Teller,9,0,2,18,0,0,0,1,9.316666666666666,16.65,0.0200233376052054,0,-0.0782525761854209,0,normal
SUB305,2026-09-22,Teller,11,0,5,24,1,0,0,1,9.333333333333334,16.516666666666666,-0.1217718909076704,1,-0.0782525761854209,0,normal
SUB305,2026-09-23,Teller,14,0,19,25,0,0,0,1,9.1,16.966666666666665,-0.0357442943772737,0,-0.0782525761854209,0,normal
SUB305,2026-09-24,Teller,11,0,5,19,0,0,0,1,9.2,16.716666666666665,0.0710291278331063,0,-0.0782525761854209,0,normal
SUB305,2026-09-25,Teller,11,0,9,17,0,0,0,1,9.116666666666667,16.766666666666666,0.0807488053269594,0,-0.0782525761854209,0,normal
SUB306,2026-09-21,Teller,11,0,0,32,0,0,0,1,9.05,16.983333333333334,-0.0372808662171474,0,-0.0782525761854209,0,normal
SUB306,2026-09-22,Teller,10,0,10,12,0,0,0,1,9.116666666666667,16.616666666666667,0.0496684238274559,0,-0.0782525761854209,0,normal
SUB306,2026-09-23,Teller,11,0,14,15,0,0,0,1,9.15,16.816666666666666,0.0432297144634786,0,-0.0782525761854209,0,normal
SUB306,2026-09-24,Teller,11,0,5,27,0,0,0,1,9.05,16.75,0.0564717673285388,0,-0.0782525761854209,0,normal
SUB306,2026-09-25,Teller,11,0,5,22,0,0,0,1,9.15,16.966666666666665,0.0672029155251754,0,-0.0782525761854209,0,normal
SUB307,2026-09-21,Teller,12,0,1,31,0,0,0,1,9.266666666666667,16.983333333333334,-0.0143646276923409,0,-0.0782525761854209,0,normal
SUB307,2026-09-22,Teller,13,0,11,20,0,0,0,1,9.316666666666666,16.816666666666666,0.0197176865270356,0,-0.0782525761854209,0,normal
