timestamp,user_id,role,event_type,records_accessed,download_count,failed_login,account_type,ip_address,is_known_ip
2026-09-21 09:14:00,SUB301,Teller,login,0,0,0,Regular,10.3.1.247,1
2026-09-21 09:41:20,SUB301,Teller,download,0,2,0,Regular,10.3.1.247,1
2026-09-21 10:40:42,SUB301,Teller,customer_access,3,0,0,Regular,10.3.1.247,1
2026-09-21 13:27:32,SUB301,Teller,customer_access,3,0,0,Regular,10.3.1.247,1
2026-09-21 14:14:25,SUB301,Teller,download,0,4,0,Regular,10.3.1.247,1
2026-09-21 14:58:47,SUB301,Teller,customer_access,1,0,0,Regular,10.3.1.247,1
2026-09-21 15:11:22,SUB301,Teller,customer_access,5,0,0,Regular,10.3.1.247,1
2026-09-21 16:54:00,SUB301,Teller,logout,0,0,0,Regular,10.3.1.247,1
2026-09-22 09:06:00,SUB301,Teller,login,0,0,0,Regular,10.3.1.247,1
2026-09-22 09:20:30,SUB301,Teller,customer_access,3,0,0,Regular,10.3.1.247,1
2026-09-22 10:05:51,SUB301,Teller,download,0,2,0,Regular,10.3.1.247,1
2026-09-22 10:34:01,SUB301,Teller,customer_access,3,0,0,Regular,10.3.1.247,1
2026-09-22 11:13:23,SUB301,Teller,customer_access,1,0,0,Regular,10.3.1.247,1
2026-09-22 11:16:45,SUB301,Teller,download,0,3,0,Regular,10.3.1.247,1
2026-09-22 12:02:07,SUB301,Teller,customer_access,5,0,0,Regular,10.3.1.247,1
2026-09-22 12:52:52,SUB301,Teller,download,0,4,0,Regular,10.3.1.247,1
2026-09-22 13:15:38,SUB301,Teller,customer_access,3,0,0,Regular,10.3.1.247,1
2026-09-22 13:31:27,SUB301,Teller,customer_access,4,0,0,Regular,10.3.1.247,1
2026-09-22 14:32:18,SUB301,Teller,download,0,4,0,Regular,10.3.1.247,1
2026-09-22 15:24:36,SUB301,Teller,customer_access,3,0,0,Regular,10.3.1.247,1
2026-09-22 16:00:08,SUB301,Teller,customer_access,3,0,0,VIP,10.3.1.247,1
2026-09-22 16:37:00,SUB301,Teller,logout,0,0,0,Regular,10.3.1.247,1
2026-09-23 09:18:00,SUB301,Teller,login,0,0,0,Regular,10.3.1.247,1
2026-09-23 09:25:42,SUB301,Teller,customer_access,3,0,0,Regular,10.3.1.247,1
2026-09-23 10:00:29,SUB301,Teller,customer_access,2,0,0,Regular,10.3.1.247,1
2026-09-23 11:41:52,SUB301,Teller,customer_access,2,0,0,Regular,10.3.1.247,1
2026-09-23 12:39:24,SUB301,Teller,customer_access,3,0,0,Regular,10.3.1.247,1
2026-09-23 12:53:06,SUB301,Teller,customer_access,4,0,0,Regular,10.3.1.247,1
2026-09-23 13:56:04,SUB301,Teller,customer_access,5,0,0,Regular,10.3.1.247,1
2026-09-23 14:41:12,SUB301,Teller,customer_access,2,0,0,Regular,10.3.1.247,1
2026-09-23 15:07:41,SUB301,Teller,customer_access,4,0,0,Regular,10.3.1.247,1
2026-09-23 15:37:19,SUB301,Teller,customer_access,5,0,0,Regular,10.3.1.247,1
2026-09-23 15:53:41,SUB301,Teller,customer_access,4,0,0,Regular,10.3.1.247,1
2026-09-23 16:50:00,SUB301,Teller,logout,0,0,0,Regular,10.3.1.247,1
2026-09-24 09:10:00,SUB301,Teller,login,0,0,0,Regular,10.3.1.247,1
2026-09-24 09:27:09,SUB301,Teller,customer_access,4,0,0,Regular,10.3.1.247,1
2026-09-24 09:36:28,SUB301,Teller,customer_access,3,0,0,Regular,10.3.1.247,1
2026-09-24 09:55:52,SUB301,Teller,download,0,2,0,Regular,10.3.1.247,1
2026-09-24 10:13:29,SUB301,Teller,customer_access,1,0,0,Regular,10.3.1.247,1
2026-09-24 11:31:04,SUB301,Teller,download,0,5,0,Regular,10.3.1.247,1
