user_id,date,role,event_count,failed_login_count,download_total,records_accessed_total,vip_access_count,unknown_ip_count,outside_hours_count,unique_ip_count,first_activity_hour,last_activity_hour
SUB301,2026-09-21,Teller,8,0,6,12,0,0,0,1,9.233333333333333,16.9
SUB301,2026-09-22,Teller,14,0,13,25,1,0,0,1,9.1,16.616666666666667
SUB301,2026-09-23,Teller,12,0,0,34,0,0,0,1,9.3,16.833333333333332
SUB301,2026-09-24,Teller,14,0,7,31,0,0,0,1,9.166666666666666,16.85
SUB301,2026-09-25,Teller,9,0,6,11,0,0,0,1,9.066666666666666,16.633333333333333
SUB302,2026-09-21,Teller,8,0,4,18,0,0,0,1,9.3,16.85
SUB302,2026-09-22,Teller,8,0,2,10,0,0,0,1,9.3,16.966666666666665
SUB302,2026-09-23,Teller,12,0,22,11,0,0,0,1,9.25,16.566666666666666
SUB302,2026-09-24,Teller,11,0,3,24,0,0,0,1,9.116666666666667,16.516666666666666
SUB302,2026-09-25,Teller,9,0,12,15,0,0,0,1,9.283333333333333,16.533333333333335
SUB303,2026-09-21,Teller,9,0,0,18,0,0,0,1,9.1,16.766666666666666
SUB303,2026-09-22,Teller,9,0,6,14,0,0,0,1,9.166666666666666,16.633333333333333
SUB303,2026-09-23,Teller,12,0,0,30,0,0,0,1,9.283333333333333,16.7
SUB303,2026-09-24,Teller,8,0,3,18,0,0,0,1,9.316666666666666,16.783333333333335
SUB303,2026-09-25,Teller,8,0,1,14,0,0,0,1,9.2,16.9
SUB304,2026-09-21,Teller,8,0,8,11,0,0,0,1,9.1,16.916666666666668
SUB304,2026-09-22,Teller,11,0,9,22,0,0,0,1,9.283333333333333,16.866666666666667
SUB304,2026-09-23,Teller,8,0,7,13,0,0,0,1,9.1,16.6
SUB304,2026-09-24,Teller,9,0,0,22,1,0,0,1,9.1,16.9
SUB304,2026-09-25,Teller,9,0,4,18,1,0,0,1,9.216666666666667,16.616666666666667
SUB305,2026-09-21,Teller,9,0,2,18,0,0,0,1,9.316666666666666,16.65
SUB305,2026-09-22,Teller,11,0,5,24,1,0,0,1,9.333333333333334,16.516666666666666
SUB305,2026-09-23,Teller,14,0,19,25,0,0,0,1,9.1,16.966666666666665
SUB305,2026-09-24,Teller,11,0,5,19,0,0,0,1,9.2,16.716666666666665
SUB305,2026-09-25,Teller,11,0,9,17,0,0,0,1,9.116666666666667,16.766666666666666
SUB306,2026-09-21,Teller,11,0,0,32,0,0,0,1,9.05,16.983333333333334
SUB306,2026-09-22,Teller,10,0,10,12,0,0,0,1,9.116666666666667,16.616666666666667
SUB306,2026-09-23,Teller,11,0,14,15,0,0,0,1,9.15,16.816666666666666
SUB306,2026-09-24,Teller,11,0,5,27,0,0,0,1,9.05,16.75
SUB306,2026-09-25,Teller,11,0,5,22,0,0,0,1,9.15,16.966666666666665
SUB307,2026-09-21,Teller,12,0,1,31,0,0,0,1,9.266666666666667,16.983333333333334
SUB307,2026-09-22,Teller,13,0,11,20,0,0,0,1,9.316666666666666,16.816666666666666
SUB307,2026-09-23,Teller,10,0,4,24,0,0,0,1,9.016666666666667,16.833333333333332
SUB307,2026-09-24,Teller,13,0,4,27,0,0,0,1,9.016666666666667,16.916666666666668
SUB307,2026-09-25,Teller,13,0,9,16,0,0,0,1,9.3,16.666666666666668
SUB308,2026-09-21,Teller,8,0,1,19,0,0,0,1,9.25,16.616666666666667
SUB308,2026-09-22,Teller,8,0,2,16,0,0,0,1,9.116666666666667,16.983333333333334
SUB308,2026-09-23,Teller,14,0,14,16,0,0,0,1,9.233333333333333,16.983333333333334
SUB308,2026-09-24,Teller,11,0,11,15,0,0,0,1,9.25,16.85
SUB308,2026-09-25,Teller,8,0,0,20,0,0,0,1,9.2,16.983333333333334
SUB309,2026-09-21,Teller,12,0,7,25,0,0,0,1,9.1,16.716666666666665
SUB309,2026-09-22,Teller,13,0,5,17,1,0,0,1,9.166666666666666,16.6
SUB309,2026-09-23,Teller,12,0,11,19,0,0,0,1,9.316666666666666,16.8
SUB309,2026-09-24,Teller,10,0,11,7,0,0,0,1,9.0,16.916666666666668
SUB309,2026-09-25,Teller,9,0,4,13,0,0,0,1,9.166666666666666,16.716666666666665
SUB310,2026-09-21,Teller,13,0,18,15,0,0,0,1,9.283333333333333,16.983333333333334
SUB310,2026-09-22,Teller,13,0,3,28,0,0,0,1,9.116666666666667,16.566666666666666
