user_id,date,role,event_count,failed_login_count,download_total,records_accessed_total,vip_access_count,unknown_ip_count,outside_hours_count,unique_ip_count,first_activity_hour,last_activity_hour,anomaly_score,prediction,threshold,ground_truth,scenario
SUB301,2026-09-21,Teller,14,0,7,33,0,0,0,1,9.133333333333333,16.883333333333333,0.0193841235318154,0,-0.0782525761854209,0,normal
SUB301,2026-09-22,Teller,14,0,6,24,0,0,0,1,9.05,16.883333333333333,0.0345998349193372,0,-0.0782525761854209,0,normal
SUB301,2026-09-23,Teller,11,0,4,27,0,0,0,1,9.216666666666669,16.766666666666666,0.0544741784373088,0,-0.0782525761854209,0,normal
SUB301,2026-09-24,Teller,12,0,7,26,0,0,0,1,9.1,16.966666666666665,0.0571710829227368,0,-0.0782525761854209,0,normal
SUB301,2026-09-25,Teller,14,0,10,27,0,0,0,1,9.116666666666667,16.833333333333332,0.0399213627178407,0,-0.0782525761854209,0,normal
SUB302,2026-09-21,Teller,10,0,8,23,1,0,0,1,9.033333333333331,16.516666666666666,-0.0841702521106619,1,-0.0782525761854209,0,normal
SUB302,2026-09-22,Teller,12,0,4,24,0,0,0,1,9.2,16.95,0.0572068313153877,0,-0.0782525761854209,0,normal
SUB302,2026-09-23,Teller,14,0,6,23,0,0,0,1,9.05,16.633333333333333,0.0227647514390201,0,-0.0782525761854209,0,normal
SUB302,2026-09-24,Teller,8,0,7,11,0,0,0,1,9.283333333333331,16.733333333333334,0.0078187278591499,0,-0.0782525761854209,0,normal
SUB302,2026-09-25,Teller,10,0,1,22,0,0,0,1,9.15,16.95,0.040741836297196,0,-0.0782525761854209,0,normal
SUB303,2026-09-21,Teller,13,0,4,31,0,0,0,1,9.066666666666666,16.533333333333335,-0.0130812979978514,0,-0.0782525761854209,0,normal
SUB303,2026-09-22,Teller,14,0,24,18,0,0,0,1,9.033333333333331,16.883333333333333,-0.0594061977451074,0,-0.0782525761854209,0,normal
SUB303,2026-09-23,Teller,11,0,9,14,0,0,0,1,9.05,16.583333333333332,0.0358956233318917,0,-0.0782525761854209,0,normal
SUB303,2026-09-24,Teller,8,0,7,11,0,0,0,1,9.0,16.533333333333335,-0.0318679238120566,0,-0.0782525761854209,0,normal
SUB303,2026-09-25,Teller,10,0,6,13,0,0,0,1,9.1,16.583333333333332,0.0477241661216419,0,-0.0782525761854209,0,normal
SUB304,2026-09-21,Teller,10,0,7,18,0,0,0,1,9.033333333333331,16.75,0.0727896106409857,0,-0.0782525761854209,0,normal
SUB304,2026-09-22,Teller,14,0,13,31,0,0,0,1,9.333333333333334,16.8,-0.0584585501597523,0,-0.0782525761854209,0,normal
SUB304,2026-09-23,Teller,11,0,2,29,0,0,0,1,9.033333333333331,16.816666666666666,0.0290409424317751,0,-0.0782525761854209,0,normal
SUB304,2026-09-24,Teller,11,0,2,21,0,0,0,1,9.233333333333333,16.85,0.0616163177896789,0,-0.0782525761854209,0,normal
SUB304,2026-09-25,Teller,13,0,10,21,0,0,0,1,9.15,16.966666666666665,0.0481369681662809,0,-0.0782525761854209,0,normal
SUB305,2026-09-21,Teller,11,0,7,22,0,0,0,1,9.066666666666666,16.733333333333334,0.0718255289571514,0,-0.0782525761854209,0,normal
SUB305,2026-09-22,Teller,13,0,7,23,0,0,0,1,9.283333333333331,16.983333333333334,0.0206691977093645,0,-0.0782525761854209,0,normal
SUB305,2026-09-23,Teller,11,0,4,21,0,0,0,1,9.0,16.566666666666666,0.0082119570121395,0,-0.0782525761854209,0,normal
SUB305,2026-09-24,Teller,10,0,10,21,0,0,0,1,9.183333333333334,16.866666666666667,0.0729833628355403,0,-0.0782525761854209,0,normal
SUB305,2026-09-25,Teller,10,0,6,19,0,0,0,1,9.316666666666666,16.866666666666667,0.0477559059901833,0,-0.0782525761854209,0,normal
SUB306,2026-09-21,Teller,11,0,5,20,0,0,0,1,9.116666666666667,16.85,0.0822387165469006,0,-0.0782525761854209,0,normal
SUB306,2026-09-22,Teller,8,0,5,15,0,0,0,1,9.216666666666669,16.816666666666666,0.0427949897603974,0,-0.0782525761854209,0,normal
SUB306,2026-09-23,Teller,10,0,10,22,0,0,0,1,9.266666666666667,16.7,0.0460617104651623,0,-0.0782525761854209,0,normal
SUB306,2026-09-24,Teller,13,0,3,33,0,0,0,1,9.1,16.75,0.0285229901303403,0,-0.0782525761854209,0,normal
