user_id,date,role,event_count,failed_login_count,download_total,records_accessed_total,vip_access_count,unknown_ip_count,outside_hours_count,unique_ip_count,first_activity_hour,last_activity_hour
SUB301,2026-09-21,Teller,14,0,7,33,0,0,0,1,9.133333333333333,16.883333333333333
SUB301,2026-09-22,Teller,14,0,6,24,0,0,0,1,9.05,16.883333333333333
SUB301,2026-09-23,Teller,11,0,4,27,0,0,0,1,9.216666666666667,16.766666666666666
SUB301,2026-09-24,Teller,12,0,7,26,0,0,0,1,9.1,16.966666666666665
SUB301,2026-09-25,Teller,14,0,10,27,0,0,0,1,9.116666666666667,16.833333333333332
SUB302,2026-09-21,Teller,10,0,8,23,1,0,0,1,9.033333333333333,16.516666666666666
SUB302,2026-09-22,Teller,12,0,4,24,0,0,0,1,9.2,16.95
SUB302,2026-09-23,Teller,14,0,6,23,0,0,0,1,9.05,16.633333333333333
SUB302,2026-09-24,Teller,8,0,7,11,0,0,0,1,9.283333333333333,16.733333333333334
SUB302,2026-09-25,Teller,10,0,1,22,0,0,0,1,9.15,16.95
SUB303,2026-09-21,Teller,13,0,4,31,0,0,0,1,9.066666666666666,16.533333333333335
SUB303,2026-09-22,Teller,14,0,24,18,0,0,0,1,9.033333333333333,16.883333333333333
SUB303,2026-09-23,Teller,11,0,9,14,0,0,0,1,9.05,16.583333333333332
SUB303,2026-09-24,Teller,8,0,7,11,0,0,0,1,9.0,16.533333333333335
SUB303,2026-09-25,Teller,10,0,6,13,0,0,0,1,9.1,16.583333333333332
SUB304,2026-09-21,Teller,10,0,7,18,0,0,0,1,9.033333333333333,16.75
SUB304,2026-09-22,Teller,14,0,13,31,0,0,0,1,9.333333333333334,16.8
SUB304,2026-09-23,Teller,11,0,2,29,0,0,0,1,9.033333333333333,16.816666666666666
SUB304,2026-09-24,Teller,11,0,2,21,0,0,0,1,9.233333333333333,16.85
SUB304,2026-09-25,Teller,13,0,10,21,0,0,0,1,9.15,16.966666666666665
SUB305,2026-09-21,Teller,11,0,7,22,0,0,0,1,9.066666666666666,16.733333333333334
SUB305,2026-09-22,Teller,13,0,7,23,0,0,0,1,9.283333333333333,16.983333333333334
SUB305,2026-09-23,Teller,11,0,4,21,0,0,0,1,9.0,16.566666666666666
SUB305,2026-09-24,Teller,10,0,10,21,0,0,0,1,9.183333333333334,16.866666666666667
SUB305,2026-09-25,Teller,10,0,6,19,0,0,0,1,9.316666666666666,16.866666666666667
SUB306,2026-09-21,Teller,11,0,5,20,0,0,0,1,9.116666666666667,16.85
SUB306,2026-09-22,Teller,8,0,5,15,0,0,0,1,9.216666666666667,16.816666666666666
SUB306,2026-09-23,Teller,10,0,10,22,0,0,0,1,9.266666666666667,16.7
SUB306,2026-09-24,Teller,13,0,3,33,0,0,0,1,9.1,16.75
SUB306,2026-09-25,Teller,12,0,6,28,0,0,0,1,9.15,16.983333333333334
SUB307,2026-09-21,Teller,8,0,6,12,0,0,0,1,9.083333333333334,16.916666666666668
SUB307,2026-09-22,Teller,8,0,9,12,0,0,0,1,9.116666666666667,16.883333333333333
SUB307,2026-09-23,Teller,13,0,6,30,0,0,0,1,9.216666666666667,16.866666666666667
SUB307,2026-09-24,Teller,9,0,3,17,0,0,0,1,9.166666666666666,16.75
SUB307,2026-09-25,Teller,11,0,7,22,0,0,0,1,9.183333333333334,16.9
SUB308,2026-09-21,Teller,11,0,1,24,0,0,0,1,9.283333333333333,16.966666666666665
SUB308,2026-09-22,Teller,14,0,22,18,0,0,0,1,9.333333333333334,16.983333333333334
SUB308,2026-09-23,Teller,14,0,12,23,0,0,0,1,9.016666666666667,16.983333333333334
SUB308,2026-09-24,Teller,8,0,1,15,0,0,0,1,9.116666666666667,16.7
SUB308,2026-09-25,Teller,12,0,10,18,0,0,0,1,9.133333333333333,16.916666666666668
SUB309,2026-09-21,Teller,9,0,3,17,0,0,0,1,9.2,16.983333333333334
SUB309,2026-09-22,Teller,10,0,0,25,1,0,0,1,9.166666666666666,16.783333333333335
SUB309,2026-09-23,Teller,13,0,7,16,0,0,0,1,9.016666666666667,16.966666666666665
SUB309,2026-09-24,Teller,14,0,3,26,0,0,0,1,9.116666666666667,16.833333333333332
SUB309,2026-09-25,Teller,13,0,11,26,0,0,0,1,9.116666666666667,16.866666666666667
SUB310,2026-09-21,Teller,14,0,10,22,0,0,0,1,9.083333333333334,16.866666666666667
SUB310,2026-09-22,Teller,9,0,4,14,0,0,0,1,9.05,16.683333333333334
SUB310,2026-09-23,Teller,9,0,6,17,0,0,0,1,9.0,16.533333333333335
SUB310,2026-09-24,Teller,8,0,8,10,0,0,0,1,9.066666666666666,16.533333333333335
SUB310,2026-09-25,Teller,9,0,8,15,0,0,0,1,9.25,16.916666666666668
SUB311,2026-09-21,CustomerService,12,0,25,20,1,0,0,1,9.1,16.65
SUB311,2026-09-22,CustomerService,11,0,4,24,0,0,0,1,9.166666666666666,16.933333333333334
SUB311,2026-09-23,CustomerService,15,0,39,17,0,0,0,1,9.05,16.8
SUB311,2026-09-24,CustomerService,11,0,0,23,0,0,0,1,9.25,16.983333333333334
SUB311,2026-09-25,CustomerService,12,0,32,15,0,0,0,1,9.233333333333333,16.75
SUB312,2026-09-21,CustomerService,11,0,12,17,1,0,0,1,9.3,16.9
SUB312,2026-09-22,CustomerService,14,0,27,24,0,0,0,1,9.183333333333334,16.883333333333333
SUB312,2026-09-23,CustomerService,13,0,20,28,0,0,0,1,9.233333333333333,16.516666666666666
SUB312,2026-09-24,CustomerService,11,0,10,11,1,0,0,1,9.2,16.716666666666665
SUB312,2026-09-25,CustomerService,15,0,33,26,0,0,0,1,9.1,16.916666666666668
