timestamp,user_id,role,event_type,records_accessed,download_count,failed_login,account_type,ip_address,is_known_ip
2026-09-21 09:08:49,SUB301,Teller,customer_access,5,0,0,Regular,10.3.2.94,1
2026-09-21 09:11:00,SUB301,Teller,login,0,0,0,Regular,10.3.2.94,1
2026-09-21 09:56:37,SUB301,Teller,customer_access,5,0,0,Regular,10.3.2.94,1
2026-09-21 10:55:21,SUB301,Teller,customer_access,3,0,0,Regular,10.3.2.94,1
2026-09-21 12:30:18,SUB301,Teller,download,0,2,0,Regular,10.3.2.94,1
2026-09-21 12:38:49,SUB301,Teller,customer_access,4,0,0,Regular,10.3.2.94,1
2026-09-21 12:43:26,SUB301,Teller,customer_access,5,0,0,Regular,10.3.2.94,1
2026-09-21 13:14:17,SUB301,Teller,customer_access,4,0,0,Regular,10.3.2.94,1
2026-09-21 13:50:29,SUB301,Teller,download,0,2,0,Regular,10.3.2.94,1
2026-09-21 14:02:26,SUB301,Teller,download,0,3,0,Regular,10.3.2.94,1
2026-09-21 14:51:24,SUB301,Teller,customer_access,1,0,0,Regular,10.3.2.94,1
2026-09-21 15:57:49,SUB301,Teller,customer_access,5,0,0,Regular,10.3.2.94,1
2026-09-21 16:36:00,SUB301,Teller,logout,0,0,0,Regular,10.3.2.94,1
2026-09-21 16:53:05,SUB301,Teller,customer_access,1,0,0,Regular,10.3.2.94,1
2026-09-22 09:03:00,SUB301,Teller,login,0,0,0,Regular,10.3.2.94,1
2026-09-22 09:41:12,SUB301,Teller,customer_access,1,0,0,Regular,10.3.2.94,1
2026-09-22 10:03:48,SUB301,Teller,download,0,1,0,Regular,10.3.2.94,1
2026-09-22 10:47:22,SUB301,Teller,download,0,2,0,Regular,10.3.2.94,1
2026-09-22 11:19:53,SUB301,Teller,customer_access,2,0,0,Regular,10.3.2.94,1
2026-09-22 11:53:40,SUB301,Teller,customer_access,4,0,0,Regular,10.3.2.94,1
2026-09-22 12:04:43,SUB301,Teller,customer_access,4,0,0,Regular,10.3.2.94,1
2026-09-22 12:27:19,SUB301,Teller,customer_access,3,0,0,Regular,10.3.2.94,1
2026-09-22 12:37:16,SUB301,Teller,download,0,3,0,Regular,10.3.2.94,1
2026-09-22 12:37:58,SUB301,Teller,customer_access,4,0,0,Regular,10.3.2.94,1
2026-09-22 14:06:23,SUB301,Teller,customer_access,2,0,0,Regular,10.3.2.94,1
2026-09-22 14:10:23,SUB301,Teller,customer_access,1,0,0,Regular,10.3.2.94,1
2026-09-22 16:03:57,SUB301,Teller,customer_access,3,0,0,Regular,10.3.2.94,1
2026-09-22 16:53:00,SUB301,Teller,logout,0,0,0,Regular,10.3.2.94,1
