timestamp,user_id,role,event_type,records_accessed,download_count,failed_login,account_type,ip_address,is_known_ip
2026-09-01 09:02:00,USR001,Teller,login,0,0,0,Regular,10.0.1.10,1
2026-09-01 09:15:00,USR001,Teller,customer_access,1,0,0,Regular,10.0.1.10,1
2026-09-01 10:10:00,USR001,Teller,customer_access,2,0,0,Regular,10.0.1.10,1
2026-09-01 12:20:00,USR001,Teller,customer_access,1,0,0,Regular,10.0.1.10,1
2026-09-01 15:45:00,USR001,Teller,download,0,5,0,Regular,10.0.1.10,1
2026-09-01 16:50:00,USR001,Teller,logout,0,0,0,Regular,10.0.1.10,1
2026-09-01 09:05:00,USR002,CustomerService,login,0,0,0,Regular,10.0.1.20,1
2026-09-01 09:30:00,USR002,CustomerService,customer_access,3,0,0,Regular,10.0.1.20,1
2026-09-01 11:10:00,USR002,CustomerService,customer_access,2,0,0,Priority,10.0.1.20,1
2026-09-01 13:00:00,USR002,CustomerService,customer_access,4,0,0,Regular,10.0.1.20,1
2026-09-01 15:15:00,USR002,CustomerService,download,0,8,0,Regular,10.0.1.20,1
2026-09-01 16:55:00,USR002,CustomerService,logout,0,0,0,Regular,10.0.1.20,1
2026-09-01 09:10:00,USR003,Manager,login,0,0,0,Regular,10.0.1.30,1
2026-09-01 09:50:00,USR003,Manager,customer_access,5,0,0,VIP,10.0.1.30,1
2026-09-01 11:30:00,USR003,Manager,customer_access,4,0,0,Regular,10.0.1.30,1
2026-09-01 14:10:00,USR003,Manager,download,0,15,0,Regular,10.0.1.30,1
2026-09-01 15:40:00,USR003,Manager,customer_access,2,0,0,VIP,10.0.1.30,1
2026-09-01 16:40:00,USR003,Manager,logout,0,0,0,Regular,10.0.1.30,1
2026-09-02 09:01:00,USR001,Teller,login,0,0,0,Regular,10.0.1.10,1
2026-09-02 09:25:00,USR001,Teller,customer_access,2,0,0,Regular,10.0.1.10,1
2026-09-02 11:40:00,USR001,Teller,customer_access,1,0,0,Regular,10.0.1.10,1
2026-09-02 14:20:00,USR001,Teller,download,0,4,0,Regular,10.0.1.10,1
2026-09-02 16:48:00,USR001,Teller,logout,0,0,0,Regular,10.0.1.10,1
2026-09-02 09:07:00,USR002,CustomerService,login,0,0,0,Regular,10.0.1.20,1
2026-09-02 10:15:00,USR002,CustomerService,customer_access,2,0,0,Priority,10.0.1.20,1
2026-09-02 12:35:00,USR002,CustomerService,customer_access,3,0,0,Regular,10.0.1.20,1
2026-09-02 15:00:00,USR002,CustomerService,download,0,7,0,Regular,10.0.1.20,1
2026-09-02 16:50:00,USR002,CustomerService,logout,0,0,0,Regular,10.0.1.20,1
2026-09-02 09:12:00,USR003,Manager,login,0,0,0,Regular,10.0.1.30,1
2026-09-02 10:20:00,USR003,Manager,customer_access,3,0,0,VIP,10.0.1.30,1
2026-09-02 13:50:00,USR003,Manager,download,0,12,0,Regular,10.0.1.30,1
2026-09-02 16:30:00,USR003,Manager,logout,0,0,0,Regular,10.0.1.30,1
