user_id,date,role,event_count,failed_login_count,download_total,records_accessed_total,vip_access_count,unknown_ip_count,outside_hours_count,unique_ip_count,first_activity_hour,last_activity_hour,anomaly_score,model_prediction
USR001,2026-08-03,Manager,8,0,12,15,2,0,0,1,9.133333333333333,16.816666666666666,0.0084478351993586,1
USR001,2026-08-04,Manager,7,0,10,11,2,0,0,1,9.133333333333333,16.783333333333335,-0.025529117731074136,-1
USR001,2026-08-05,Manager,8,0,5,11,1,0,0,1,9.116666666666667,16.9,0.02933346593510261,1
USR001,2026-08-06,Manager,7,0,13,10,0,0,0,1,9.016666666666667,16.933333333333334,0.000866870128873154,1
USR001,2026-08-07,Manager,11,0,56,12,2,0,0,1,9.333333333333334,16.95,-0.09798602356551767,-1
USR001,2026-08-10,Manager,7,0,26,2,0,0,0,1,9.333333333333334,16.916666666666668,-0.08823080069009959,-1
USR001,2026-08-11,Manager,12,0,16,25,2,0,0,1,9.083333333333334,16.7,0.019267273907522864,1
USR001,2026-08-12,Manager,11,0,0,27,1,0,0,1,9.05,16.883333333333333,0.025409214364047972,1
USR001,2026-08-13,Manager,11,0,4,20,1,0,0,1,9.15,16.583333333333332,0.03989970980645563,1
USR001,2026-08-14,Manager,10,0,37,16,1,0,0,1,9.1,16.85,0.03402411120206339,1
USR001,2026-08-17,Manager,9,0,16,12,0,0,0,1,9.1,16.916666666666668,0.06303682345744616,1
USR001,2026-08-18,Manager,8,0,21,11,0,0,0,1,9.033333333333331,16.816666666666666,0.033902113637471754,1
USR001,2026-08-19,Manager,10,0,54,11,0,0,0,1,9.166666666666666,16.666666666666668,-0.03490441183948678,-1
USR001,2026-08-20,Manager,10,0,77,7,2,0,0,1,9.083333333333334,16.9,-0.11242197373203411,-1
USR001,2026-08-21,Manager,8,0,12,18,1,0,0,1,9.0,16.916666666666668,0.014671630530236124,1
USR002,2026-08-03,Teller,10,0,15,14,0,0,0,1,9.016666666666667,16.866666666666667,0.06497109397440193,1
USR002,2026-08-04,Teller,12,0,0,36,0,0,0,1,9.133333333333333,16.833333333333332,0.007751573924916433,1
USR002,2026-08-05,Teller,8,0,13,9,0,0,0,1,9.25,16.516666666666666,-0.0016152631764085879,-1
USR002,2026-08-06,Teller,13,0,13,20,0,0,0,1,9.166666666666666,16.8,0.07450374488632061,1
USR002,2026-08-07,Teller,14,0,14,25,0,0,0,1,9.016666666666667,16.766666666666666,0.052053462839548426,1
USR002,2026-08-10,Teller,11,0,19,11,0,0,0,1,9.133333333333333,16.55,0.020311599063629504,1
USR002,2026-08-11,Teller,11,0,11,12,0,0,0,1,9.266666666666667,16.75,0.05927719671434878,1
USR002,2026-08-12,Teller,9,0,4,18,0,0,0,1,9.3,16.95,0.03079425003414149,1
USR002,2026-08-13,Teller,9,0,10,8,0,0,0,1,9.333333333333334,16.683333333333334,-0.00931394325921997,-1
USR002,2026-08-14,Teller,14,0,8,24,0,0,0,1,9.033333333333331,16.616666666666667,0.030966476670903853,1
USR002,2026-08-17,Teller,14,0,4,26,0,0,0,1,9.066666666666666,16.95,0.04172210464377779,1
USR002,2026-08-18,Teller,13,0,3,30,0,0,0,1,9.183333333333334,16.5,-0.017230137260286438,-1
USR002,2026-08-19,Teller,14,0,6,40,1,0,0,1,9.0,16.983333333333334,-0.08196627009733837,-1
USR002,2026-08-20,Teller,14,0,16,16,0,0,0,1,9.033333333333331,16.883333333333333,0.04426357303513573,1
USR002,2026-08-21,Teller,8,0,6,10,0,0,0,1,9.233333333333333,16.85,0.04628300072590574,1
USR003,2026-08-03,Manager,12,0,0,33,0,0,0,1,9.333333333333334,16.716666666666665,-0.023883493684742407,-1
USR003,2026-08-04,Manager,12,0,17,22,0,0,0,1,9.183333333333334,16.916666666666668,0.06942895508171171,1
USR003,2026-08-05,Manager,8,0,21,10,1,0,0,1,9.066666666666666,16.716666666666665,0.01640687128714352,1
USR003,2026-08-06,Manager,11,0,3,17,1,0,0,1,9.0,16.95,0.016971658463291184,1
USR003,2026-08-07,Manager,9,0,2,21,0,0,0,1,9.333333333333334,16.95,0.004322118120724305,1
USR003,2026-08-10,Manager,10,0,23,17,0,0,0,1,9.333333333333334,16.95,0.003210251811140874,1
USR003,2026-08-11,Manager,10,0,43,12,2,0,0,1,9.033333333333331,16.716666666666665,-0.03191240950234531,-1
USR003,2026-08-12,Manager,7,0,0,19,1,0,0,1,9.266666666666667,16.516666666666666,-0.052934885730585246,-1
USR003,2026-08-13,Manager,7,0,13,17,0,0,0,1,9.0,16.95,-0.010107803414360572,-1
USR003,2026-08-14,Manager,12,0,16,26,1,0,0,1,9.05,16.8,0.056602932236481385,1
USR003,2026-08-17,Manager,8,0,2,18,1,0,0,1,9.133333333333333,16.666666666666668,0.03525816182953562,1
USR003,2026-08-18,Manager,10,0,32,13,1,0,0,1,9.083333333333334,16.866666666666667,0.03999827632316055,1
USR003,2026-08-19,Manager,9,0,0,25,0,0,0,1,9.2,16.633333333333333,0.032962234105003985,1
USR003,2026-08-20,Manager,12,0,12,23,2,0,0,1,9.0,16.95,-0.003674304094936409,-1
USR003,2026-08-21,Manager,10,0,17,22,1,0,0,1,9.266666666666667,16.983333333333334,0.023523751910129787,1
USR004,2026-08-03,Manager,12,0,40,24,2,0,0,1,9.05,16.8,-0.01553393516976398,-1
USR004,2026-08-04,Manager,12,0,21,25,2,0,0,1,9.183333333333334,16.7,0.010981203861040512,1
USR004,2026-08-05,Manager,8,0,13,16,2,0,0,1,9.233333333333333,16.866666666666667,-0.007896503773053398,-1
USR004,2026-08-06,Manager,10,0,18,16,0,0,0,1,9.216666666666669,16.983333333333334,0.04948881251663423,1
USR004,2026-08-07,Manager,12,0,50,15,2,0,0,1,9.116666666666667,16.533333333333335,-0.07613254141075299,-1
USR004,2026-08-10,Manager,7,0,6,18,2,0,0,1,9.066666666666666,16.766666666666666,-0.02635292498946229,-1
USR004,2026-08-11,Manager,9,0,19,13,1,0,0,1,9.083333333333334,16.6,0.03444412716006068,1
USR004,2026-08-12,Manager,11,0,74,6,2,0,0,1,9.1,16.683333333333334,-0.11936636534844325,-1
USR004,2026-08-13,Manager,7,0,18,8,0,0,0,1,9.05,16.85,0.0039046821757891537,1
USR004,2026-08-14,Manager,8,0,21,10,1,0,0,1,9.2,16.866666666666667,0.02593397144292553,1
USR004,2026-08-17,Manager,10,0,17,20,0,0,0,1,9.1,16.783333333333335,0.08099734894055971,1
USR004,2026-08-18,Manager,9,0,3,18,1,0,0,1,9.016666666666667,16.816666666666666,0.0315956450565566,1
USR004,2026-08-19,Manager,11,0,17,18,0,0,0,1,9.1,16.816666666666666,0.08365338730048538,1
USR004,2026-08-20,Manager,11,0,56,17,1,0,0,1,9.2,16.75,-0.03148417999455533,-1
USR004,2026-08-21,Manager,7,0,0,16,0,0,0,1,9.083333333333334,16.733333333333334,0.006073562760105511,1
USR005,2026-08-03,CustomerService,16,0,3,47,0,0,0,1,9.033333333333331,16.666666666666668,-0.075491376742442,-1
USR005,2026-08-04,CustomerService,11,0,3,21,0,0,0,1,9.05,16.733333333333334,0.072328685625351,1
USR005,2026-08-05,CustomerService,12,0,2,18,0,0,0,1,9.183333333333334,16.983333333333334,0.042306610883883655,1
USR005,2026-08-06,CustomerService,15,0,7,31,0,0,0,1,9.016666666666667,16.65,-0.0009675632097176923,-1
USR005,2026-08-07,CustomerService,16,0,23,28,1,0,0,1,9.016666666666667,16.916666666666668,-0.04162162268844882,-1
USR005,2026-08-10,CustomerService,11,0,17,18,0,0,0,1,9.216666666666669,16.616666666666667,0.06431991228518141,1
USR005,2026-08-11,CustomerService,16,0,30,28,2,0,0,1,9.05,16.516666666666666,-0.11784065522826226,-1
USR005,2026-08-12,CustomerService,14,0,12,35,0,0,0,1,9.016666666666667,16.866666666666667,0.020524220703768914,1
USR005,2026-08-13,CustomerService,14,0,7,24,0,0,0,1,9.3,16.933333333333334,0.01832894078752806,1
USR005,2026-08-14,CustomerService,11,0,24,14,0,0,0,1,9.166666666666666,16.75,0.06476372099684835,1
USR005,2026-08-17,CustomerService,13,0,17,25,0,0,0,1,9.25,16.7,0.05406711036858047,1
USR005,2026-08-18,CustomerService,14,0,17,35,1,0,0,1,9.283333333333331,16.966666666666665,-0.030092283682383036,-1
USR005,2026-08-19,CustomerService,9,0,15,11,0,0,0,1,9.25,16.833333333333332,0.06323927368388255,1
USR005,2026-08-20,CustomerService,9,0,1,19,0,0,0,1,9.216666666666669,16.9,0.05814902480422468,1
USR005,2026-08-21,CustomerService,9,0,6,18,0,0,0,1,9.116666666666667,16.683333333333334,0.07634638872622496,1
USR006,2026-08-03,CustomerService,10,0,11,11,0,0,0,1,9.233333333333333,16.783333333333335,0.07331244033768392,1
USR006,2026-08-04,CustomerService,14,0,2,20,1,0,0,1,9.1,16.816666666666666,0.02955738638518096,1
USR006,2026-08-05,CustomerService,11,0,13,18,0,0,0,1,9.316666666666666,16.55,0.016427061169394963,1
USR006,2026-08-06,CustomerService,9,0,16,11,0,0,0,1,9.016666666666667,16.75,0.042685044733204,1
USR006,2026-08-07,CustomerService,10,0,2,22,1,0,0,1,9.25,16.9,0.0445928735230377,1
USR006,2026-08-10,CustomerService,9,0,16,11,1,0,0,1,9.333333333333334,16.966666666666665,-0.01897921186952245,-1
USR006,2026-08-11,CustomerService,16,0,52,28,0,0,0,1,9.083333333333334,16.983333333333334,-0.09060297773858594,-1
USR006,2026-08-12,CustomerService,15,0,0,42,0,0,0,1,9.0,16.783333333333335,-0.07164509183488543,-1
USR006,2026-08-13,CustomerService,10,0,4,25,0,0,0,1,9.183333333333334,16.666666666666668,0.06495896979054011,1
USR006,2026-08-14,CustomerService,10,0,20,15,0,0,0,1,9.183333333333334,16.516666666666666,0.025930811914197605,1
USR006,2026-08-17,CustomerService,14,0,11,32,0,0,0,1,9.033333333333331,16.75,0.041004887264094736,1
USR006,2026-08-18,CustomerService,14,0,8,27,0,0,0,1,9.233333333333333,16.616666666666667,0.03411975146294555,1
USR006,2026-08-19,CustomerService,12,0,4,20,0,0,0,1,9.25,16.5,0.014720979711217275,1
USR006,2026-08-20,CustomerService,9,0,4,18,0,0,0,1,9.116666666666667,16.6,0.0649051706566543,1
USR006,2026-08-21,CustomerService,15,0,37,26,0,0,0,1,9.266666666666667,16.883333333333333,-0.028661619965352325,-1
USR007,2026-08-03,Teller,8,0,3,18,0,0,0,1,9.083333333333334,16.983333333333334,0.022264988043988132,1
USR007,2026-08-04,Teller,8,0,14,5,0,0,0,1,9.1,16.533333333333335,-0.028009776256187613,-1
USR007,2026-08-05,Teller,10,0,8,13,0,0,0,1,9.266666666666667,16.583333333333332,0.03807600421527574,1
USR007,2026-08-06,Teller,11,0,4,23,0,0,0,1,9.1,16.683333333333334,0.07179994561772685,1
USR007,2026-08-07,Teller,14,0,8,34,0,0,0,1,9.316666666666666,16.883333333333333,-0.006439859041748486,-1
USR007,2026-08-10,Teller,8,0,5,15,0,0,0,1,9.233333333333333,16.883333333333333,0.056138808159454046,1
USR007,2026-08-11,Teller,13,0,12,22,1,0,0,1,9.033333333333331,16.683333333333334,0.03068993129588382,1
USR007,2026-08-12,Teller,11,0,10,18,0,0,0,1,9.15,16.65,0.08020053707905417,1
USR007,2026-08-13,Teller,9,0,8,9,0,0,0,1,9.133333333333333,16.766666666666666,0.059458213224960754,1
USR007,2026-08-14,Teller,11,0,6,10,0,0,0,1,9.1,16.866666666666667,0.053151347165026785,1
USR007,2026-08-17,Teller,10,0,10,13,0,0,0,1,9.2,16.85,0.08863349168369511,1
USR007,2026-08-18,Teller,8,0,5,13,0,0,0,1,9.033333333333331,16.85,0.048059311728502696,1
USR007,2026-08-19,Teller,13,0,8,27,0,0,0,1,9.016666666666667,16.9,0.05174139970674296,1
USR007,2026-08-20,Teller,12,0,4,25,0,0,0,1,9.133333333333333,16.916666666666668,0.06993320153595273,1
USR007,2026-08-21,Teller,9,0,3,22,0,0,0,1,9.2,16.933333333333334,0.05308128776609716,1
USR008,2026-08-03,CustomerService,9,0,0,15,0,0,0,1,9.233333333333333,16.533333333333335,0.021961358201376235,1
USR008,2026-08-04,CustomerService,13,0,11,33,0,0,0,1,9.2,16.983333333333334,0.014184615444639836,1
USR008,2026-08-05,CustomerService,15,0,30,22,0,0,0,1,9.066666666666666,16.966666666666665,-0.007044620118182965,-1
USR008,2026-08-06,CustomerService,15,0,18,25,1,0,0,1,9.116666666666667,16.883333333333333,0.015080456832754774,1
USR008,2026-08-07,CustomerService,16,0,23,40,0,0,0,1,9.1,16.75,-0.056571578157814884,-1
USR008,2026-08-10,CustomerService,12,0,17,14,2,0,0,1,9.083333333333334,16.6,-0.002151746431750867,-1
USR008,2026-08-11,CustomerService,14,0,12,30,0,0,0,1,9.283333333333331,16.533333333333335,-0.019237482323855137,-1
USR008,2026-08-12,CustomerService,13,0,2,30,0,0,0,1,9.3,16.65,0.0034689543697955516,1
USR008,2026-08-13,CustomerService,15,0,10,31,0,0,0,1,9.183333333333334,16.7,0.025748268791713325,1
USR008,2026-08-14,CustomerService,16,0,40,28,1,0,0,1,9.15,16.716666666666665,-0.05753124777302654,-1
USR008,2026-08-17,CustomerService,14,0,8,32,0,0,0,1,9.033333333333331,16.85,0.03739079217013219,1
USR008,2026-08-18,CustomerService,14,0,25,28,1,0,0,1,9.233333333333333,16.8,0.015629934079236296,1
USR008,2026-08-19,CustomerService,14,0,14,24,0,0,0,1,9.233333333333333,16.983333333333334,0.03299780556788817,1
USR008,2026-08-20,CustomerService,15,0,17,34,1,0,0,1,9.016666666666667,16.566666666666666,-0.06594472966711407,-1
USR008,2026-08-21,CustomerService,12,0,11,21,0,0,0,1,9.133333333333333,16.966666666666665,0.06322007096794946,1
USR009,2026-08-03,CustomerService,11,0,4,24,0,0,0,1,9.0,16.983333333333334,0.024840020162384846,1
USR009,2026-08-04,CustomerService,11,0,13,11,0,0,0,1,9.283333333333331,16.9,0.047628012498861005,1
USR009,2026-08-05,CustomerService,12,0,14,25,1,0,0,1,9.166666666666666,16.95,0.047929356337159446,1
USR009,2026-08-06,CustomerService,9,0,0,15,0,0,0,1,9.116666666666667,16.566666666666666,0.033535606411139174,1
USR009,2026-08-07,CustomerService,12,0,7,25,0,0,0,1,9.166666666666666,16.833333333333332,0.08217861812542027,1
USR009,2026-08-10,CustomerService,15,0,6,38,0,0,0,1,9.15,16.95,-0.032705979643245064,-1
USR009,2026-08-11,CustomerService,10,0,0,27,0,0,0,1,9.283333333333331,16.883333333333333,0.029618675771424463,1
USR009,2026-08-12,CustomerService,11,0,24,16,1,0,0,1,9.216666666666669,16.716666666666665,0.04799370561573296,1
USR009,2026-08-13,CustomerService,16,0,6,33,0,0,0,1,9.133333333333333,16.933333333333334,-0.018479316256902578,-1
USR009,2026-08-14,CustomerService,10,0,2,14,0,0,0,1,9.05,16.983333333333334,0.0300669974759174,1
USR009,2026-08-17,CustomerService,16,0,42,25,0,0,0,1,9.083333333333334,16.7,-0.047432975754071904,-1
USR009,2026-08-18,CustomerService,13,0,12,29,1,0,0,1,9.183333333333334,16.833333333333332,0.04640823924728926,1
USR009,2026-08-19,CustomerService,16,0,16,44,0,0,0,1,9.25,16.7,-0.07830256268606428,-1
USR009,2026-08-20,CustomerService,10,0,10,21,0,0,0,1,9.116666666666667,16.633333333333333,0.07901519294885168,1
USR009,2026-08-21,CustomerService,11,0,1,21,1,0,0,1,9.05,16.616666666666667,0.026450295714566252,1
USR010,2026-08-03,Manager,9,0,20,13,0,0,0,1,9.166666666666666,16.966666666666665,0.0442074759308958,1
USR010,2026-08-04,Manager,11,0,36,13,1,0,0,1,9.05,16.916666666666668,0.02003915014929969,1
USR010,2026-08-05,Manager,10,0,26,24,4,0,0,1,9.166666666666666,16.916666666666668,-0.10266519511039329,-1
USR010,2026-08-06,Manager,9,0,49,16,2,0,0,1,9.05,16.816666666666666,-0.040760891689776035,-1
USR010,2026-08-07,Manager,12,0,54,10,3,0,0,1,9.0,16.866666666666667,-0.11681937641654339,-1
USR010,2026-08-10,Manager,10,0,28,14,1,0,0,1,9.083333333333334,16.566666666666666,0.012069147407084924,1
USR010,2026-08-11,Manager,7,0,0,22,1,0,0,1,9.1,16.566666666666666,-0.03232123474295834,-1
USR010,2026-08-12,Manager,12,0,29,21,2,0,0,1,9.183333333333334,16.583333333333332,-0.018358663714358903,-1
